"Search Terms","Hearings"
"Total Count","444"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-112shrg29104493","CHRG-112shrg29104493","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2013","https://www.govinfo.gov/app/details/CHRG-112shrg29104493/CHRG-112shrg29104493","https://www.govinfo.gov/content/pkg/CHRG-112shrg29104493/pdf/CHRG-112shrg29104493.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg29104493/html/CHRG-112shrg29104493.htm","","",""," the Committee on Appropriations, Washington, DC. [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENTAL WITNESSES RAILROAD RETIREMENT BOARD Prepared Statement of Michael S. Schwartz, Chairman of the Board Mr. Chairman ...","","2012-12-27"
"2","Congressional Hearings","CHRG-112shrg80540","CHRG-112shrg80540","Recovering from Superstorm Sandy: Rebuilding Our Infrastructure","https://www.govinfo.gov/app/details/CHRG-112shrg80540/CHRG-112shrg80540","https://www.govinfo.gov/content/pkg/CHRG-112shrg80540/pdf/CHRG-112shrg80540.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg80540/html/CHRG-112shrg80540.htm","","",""," DEVELOPMENT of the COMMITTEE ON BANKING,HOUSING,AND URBAN AFFAIRS UNITED STATES SENATE ONE HUNDRED TWELFTH CONGRESS SECOND SESSION ON ADDRESSING CHALLENGES TO PUBLIC TRANSIT AND HOUSING IN THE NEW YORK-NEW JERSEY REGION FOLLOWING SUPERSTORM SANDY AND ACTIONS NEEDED TO STRENGTHEN THE REGION'S INFRASTRUCTURE TO PREVENT DEVASTATION FROM FUTURE ...","","2012-12-20"
"3","Congressional Hearings","CHRG-112shrg79801","CHRG-112shrg79801","Benghazi: The Attacks and the Lessons Learned","https://www.govinfo.gov/app/details/CHRG-112shrg79801/CHRG-112shrg79801","https://www.govinfo.gov/content/pkg/CHRG-112shrg79801/pdf/CHRG-112shrg79801.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg79801/html/CHRG-112shrg79801.htm","","",""," CONGRESS SECOND SESSION DECEMBER 20, 2012 Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.gpo.gov/fdsys/ U.S. GOVERNMENT PRINTING OFFICE 79-801 WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) ...","","2012-12-20"
"4","Congressional Hearings","CHRG-112shrg86408","CHRG-112shrg86408","Nominations of William B. Schultz and Christopher J. Meade","https://www.govinfo.gov/app/details/CHRG-112shrg86408/CHRG-112shrg86408","https://www.govinfo.gov/content/pkg/CHRG-112shrg86408/pdf/CHRG-112shrg86408.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg86408/html/CHRG-112shrg86408.htm","","",""," CONGRESS SECOND SESSION on the NOMINATIONS OF WILLIAM B. SCHULTZ, TO BE GENERAL COUNSEL, DEPARTMENT OF HEALTH AND HUMAN SERVICES; AND CHRISTOPHER J. MEADE, TO BE GENERAL COUNSEL, DEPARTMENT OF THE TREASURY DECEMBER 20, 2012 Printed for the use of the Committee on Finance U.S. GOVERNMENT PRINTING OFFICE 86-408 WASHINGTON : 2009 For sale by ...","","2012-12-20"
"5","Congressional Hearings","CHRG-112shrg81713","CHRG-112shrg81713","The State of the Right to Vote After the 2012 Election","https://www.govinfo.gov/app/details/CHRG-112shrg81713/CHRG-112shrg81713","https://www.govinfo.gov/content/pkg/CHRG-112shrg81713/pdf/CHRG-112shrg81713.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg81713/html/CHRG-112shrg81713.htm","","",""," TWELFTH CONGRESS SECOND SESSION DECEMBER 19, 2012 Serial No. J-112-96 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 81-713 WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO Customer Contact Center, ...","","2012-12-19"
"6","Congressional Hearings","CHRG-112shrg80539","CHRG-112shrg80539","Making Sense of Consumer Credit Reports","https://www.govinfo.gov/app/details/CHRG-112shrg80539/CHRG-112shrg80539","https://www.govinfo.gov/content/pkg/CHRG-112shrg80539/pdf/CHRG-112shrg80539.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg80539/html/CHRG-112shrg80539.htm","","",""," ON BANKING,HOUSING,AND URBAN AFFAIRS UNITED STATES SENATE ONE HUNDRED TWELFTH CONGRESS SECOND SESSION ON EXPLORING THE CONSUMER CREDIT REPORTING MARKET, CONSUMER UNDERSTANDING OF CREDIT REPORTS, AND THE EXPANDED OVERSIGHT OF KEY MARKET PARTICIPANTS IN THE CREDIT REPORTING INDUSTRY DECEMBER 19, 2012 Printed for the use of the Committee on ...","","2012-12-19"
"7","Congressional Hearings","CHRG-112shrg80273","CHRG-112shrg80273","Computerized Trading Venues: What Should the Rules of the Road Be?","https://www.govinfo.gov/app/details/CHRG-112shrg80273/CHRG-112shrg80273","https://www.govinfo.gov/content/pkg/CHRG-112shrg80273/pdf/CHRG-112shrg80273.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg80273/html/CHRG-112shrg80273.htm","","",""," of the COMMITTEE ON BANKING,HOUSING,AND URBAN AFFAIRS UNITED STATES SENATE ONE HUNDRED TWELFTH CONGRESS SECOND SESSION ON EXAMINING COMPUTERIZED TRADING VENUES DECEMBER 18, 2012 Printed for the use of the Committee on Banking, Housing, and Urban Affairs Available at: http: //www.fdsys.gov / U.S. GOVERNMENT PRINTING OFFICE 80-273 WASHINGTON :...","","2012-12-18"
"8","Congressional Hearings","CHRG-112shrg79800","CHRG-112shrg79800","Terrorist Networks in Pakistan and the Proliferation of Ieds","https://www.govinfo.gov/app/details/CHRG-112shrg79800/CHRG-112shrg79800","https://www.govinfo.gov/content/pkg/CHRG-112shrg79800/pdf/CHRG-112shrg79800.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg79800/html/CHRG-112shrg79800.htm","","",""," AFFAIRS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ONE HUNDRED TWELFTH CONGRESS SECOND SESSION DECEMBER 13, 2012 Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.gpo.gov/fdsys/ U.S. GOVERNMENT PRINTING OFFICE 79-800 WASHINGTON : 2013 For sale by the Superintendent of ...","","2012-12-13"
"9","Congressional Hearings","CHRG-112shrg85983","CHRG-112shrg85983","Improving Care for Dually-Eligible Beneficiaries: A Progress Update","https://www.govinfo.gov/app/details/CHRG-112shrg85983/CHRG-112shrg85983","https://www.govinfo.gov/content/pkg/CHRG-112shrg85983/pdf/CHRG-112shrg85983.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg85983/html/CHRG-112shrg85983.htm","","","","HUNDRED TWELFTH CONGRESS SECOND SESSION DECEMBER 13, 2012 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Finance _____ U.S. GOVERNMENT PRINTING OFFICE 85-983-PDF WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...","","2012-12-13"
"10","Congressional Hearings","CHRG-112shrg89482","CHRG-112shrg89482","Hurricane Sandy: Assessing the Federal Response and Small Business Recovery Efforts","https://www.govinfo.gov/app/details/CHRG-112shrg89482/CHRG-112shrg89482","https://www.govinfo.gov/content/pkg/CHRG-112shrg89482/pdf/CHRG-112shrg89482.pdf","https://www.govinfo.gov/content/pkg/CHRG-112shrg89482/html/CHRG-112shrg89482.htm","","",""," ENTREPRENEURSHIP UNITED STATES SENATE ONE HUNDRED TWELFTH CONGRESS SECOND SESSION DECEMBER 13, 2012 Printed for the Committee on Small Business and Entrepreneurship Available via the World Wide Web: http://www.fdsys.gov U.S. GOVERNMENT PRINTING OFFICE 89-402 PDF WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government ...","","2012-12-13"
