"Search Terms","Hearings"
"Total Count","516"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-108shrg2910484","CHRG-108shrg2910484","Energy and Water Development Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg2910484/CHRG-108shrg2910484","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910484/pdf/CHRG-108shrg2910484.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910484/html/CHRG-108shrg2910484.htm","","",""," WITNESSES [Clerk's Note.--At the direction of the subcommittee chairman, the following statements received by the subcommittee are made part of the hearing record on the Fiscal Year 2005 Energy and Water Development Appropriations Act.] DEPARTMENT OF DEFENSE--CIVIL Department of the Army Corps of Engineers Prepared Statement of the City ...","","2004-12-31"
"2","Congressional Hearings","CHRG-108shrg39104110","CHRG-108shrg39104110","Foreign Operations, Export Financing, and Related Programs Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg39104110/CHRG-108shrg39104110","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104110/pdf/CHRG-108shrg39104110.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104110/html/CHRG-108shrg39104110.htm","","","",", Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements of those submitting written testimony are as follows:] Prepared Statement of the Center for Intercultural Education and Development, Georgetown University Mr. Chairman, ranking member Leahy and ...","","2004-12-31"
"3","Congressional Hearings","CHRG-108shrg2910481","CHRG-108shrg2910481","Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg2910481/CHRG-108shrg2910481","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910481/pdf/CHRG-108shrg2910481.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910481/html/CHRG-108shrg2910481.htm","","",""," of the Committee on Appropriations, Washington, DC. MATERIAL SUBMITTED BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's Note.--The following agencies of the Subcommittee on VA, HUD and Independent Agencies did not appear before the subcommittee this year. Chairman Bond requested these agencies to submit testimony in support of their ...","","2004-12-31"
"4","Congressional Hearings","CHRG-108shrg39104128","CHRG-108shrg39104128","Departments of Transportation, Treasury and General Government, and Related Agencies Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg39104128/CHRG-108shrg39104128","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104128/pdf/CHRG-108shrg39104128.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104128/html/CHRG-108shrg39104128.htm","","",""," the Committee on Appropriations, Washington, DC. MATERIAL SUBMITTED BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's Note.--The following agencies of the Subcommittee on Departments of Transportation, Treasury and General Government, and Related Agencies did not appear before the subcommittee this year. Chairman Shelby requested these ...","","2004-12-31"
"5","Congressional Hearings","CHRG-108shrg39104109","CHRG-108shrg39104109","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg39104109/CHRG-108shrg39104109","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104109/pdf/CHRG-108shrg39104109.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104109/html/CHRG-108shrg39104109.htm","","",""," the Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENT OF LABOR Prepared Statement of the Association of Farmworker Opportunity Programs Good ...","","2004-12-31"
"6","Congressional Hearings","CHRG-108shrg39104102","CHRG-108shrg39104102","Department of Homeland Security Appropriations for Fiscal Year 2005","https://www.govinfo.gov/app/details/CHRG-108shrg39104102/CHRG-108shrg39104102","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104102/pdf/CHRG-108shrg39104102.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104102/html/CHRG-108shrg39104102.htm","","",""," WITNESSES [The following testimonies were received by the Subcommittee on Homeland Security for inclusion in the record. The submitted materials relate to the fiscal year 2005 budget request for programs within the subcommittee's jurisdiction.] Prepared Statement of the Association of American Universities Mr. Chairman, Members of the ...","","2004-12-31"
"7","Congressional Hearings","CHRG-108shrg39104147","CHRG-108shrg39104147","Legislative Branch Appropriations for Fiscal Year 2006","https://www.govinfo.gov/app/details/CHRG-108shrg39104147/CHRG-108shrg39104147","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104147/pdf/CHRG-108shrg39104147.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg39104147/html/CHRG-108shrg39104147.htm","","",""," BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's Note.--The following agencies of the Subcommittee on the Legislative Branch did not appear before the subcommittee this year. Chairman Allard requested these agencies to submit testimony in support of their fiscal year 2006 budget request. Those statements submitted by the chairman follow:] ...","","2004-12-08"
"8","Congressional Hearings","CHRG-108shrg97601","CHRG-108shrg97601","Application of Native American Graves Protection and Repatriation Act in the State of Hawaii","https://www.govinfo.gov/app/details/CHRG-108shrg97601/CHRG-108shrg97601","https://www.govinfo.gov/content/pkg/CHRG-108shrg97601/pdf/CHRG-108shrg97601.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg97601/html/CHRG-108shrg97601.htm","","",""," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS SECOND SESSION ON OVERSIGHT HEARING TO RECEIVE TESTIMONY ON THE APPLICATION OF THE NATIVE AMERICAN GRAVES PROTECTION AND REPATRIATION ACT IN THE STATE OF HAWAII DECEMBER 8, 2004 HONOLULU, HI U.S. GOVERNMENT PRINTING OFFICE 97-601 WASHINGTON : 2005 For sale by the Superintendent of Documents, ...","","2004-12-08"
"9","Congressional Hearings","CHRG-108shrg97093","CHRG-108shrg97093","Water Problems on the Standing Rock Sioux Reservation","https://www.govinfo.gov/app/details/CHRG-108shrg97093/CHRG-108shrg97093","https://www.govinfo.gov/content/pkg/CHRG-108shrg97093/pdf/CHRG-108shrg97093.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg97093/html/CHRG-108shrg97093.htm","","",""," EIGHTH CONGRESS SECOND SESSION ON OVERSIGHT HEARING TO RECEIVED TESTIMONY ON PROBLEMS THAT HAVE BEEN EXPERIENCED BY THE STANDING ROCK SIOUX TRIBE AND TRIBES SITUATED ALONG THE MISSOURI RIVER NOVEMBER 18, 2004 WASHINGTON, DC U.S. GOVERNMENT PRINTING OFFICE 97-093 WASHINGTON : 2005 For Sale by the Superintendent of Documents, U.S. Government ...","","2004-11-18"
"10","Congressional Hearings","CHRG-108shrg98318","CHRG-108shrg98318","The Status of Financial Management Reform within the Department of Defense and the Individual Services","https://www.govinfo.gov/app/details/CHRG-108shrg98318/CHRG-108shrg98318","https://www.govinfo.gov/content/pkg/CHRG-108shrg98318/pdf/CHRG-108shrg98318.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg98318/html/CHRG-108shrg98318.htm","","",""," ON READINESS AND MANAGEMENT SUPPORT of the COMMITTEE ON ARMED SERVICES UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS SECOND SESSION NOVEMBER 18, 2004 Printed for the use of the Committee on Armed Services U.S. GOVERNMENT PRINTING OFFICE 98-318 PDF WASHINGTON : 2005 For sale by the Superintendent of Documents, U.S. Government Printing Office ...","","2004-11-18"
