"Search Terms","Hearings"
"Total Count","606"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-109shrg39104155","CHRG-109shrg39104155","Commerce, Justice, Science, and Related Agencies Appropriations for Fiscal Year 2006","https://www.govinfo.gov/app/details/CHRG-109shrg39104155/CHRG-109shrg39104155","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104155/pdf/CHRG-109shrg39104155.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104155/html/CHRG-109shrg39104155.htm","","","",", DC. NONDEPARTMENTAL WITNESSES [The following testimonies were received by the Subcommittee on Commerce, Justice, Science, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2006 budget request for programs within the subcommittee's jurisdiction.] Prepared Statement of the American Society ...","","2005-12-31"
"2","Congressional Hearings","CHRG-109shrg39104144","CHRG-109shrg39104144","Department of Homeland Security Appropriations for Fiscal Year 2006","https://www.govinfo.gov/app/details/CHRG-109shrg39104144/CHRG-109shrg39104144","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104144/pdf/CHRG-109shrg39104144.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104144/html/CHRG-109shrg39104144.htm","","",""," WITNESSES [The following testimonies were received by the Subcommittee on Homeland Security for inclusion in the record. The submitted materials relate to the fiscal year 2006 budget request for programs within the subcommittee's jurisdiction.] Prepared Statement of the American Public Transportation Association Mr. Chairman, thank you...","","2005-12-31"
"3","Congressional Hearings","CHRG-109shrg49104164","CHRG-109shrg49104164","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2006","https://www.govinfo.gov/app/details/CHRG-109shrg49104164/CHRG-109shrg49104164","https://www.govinfo.gov/content/pkg/CHRG-109shrg49104164/pdf/CHRG-109shrg49104164.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg49104164/html/CHRG-109shrg49104164.htm","","",""," the Committee on Appropriations, Washington, DC. MATERIAL SUBMITTED BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's note.--The Social Security Administration and the Railroad Retirement Board were unable to testify and the following information was received in support of their fiscal year 2006 budget requests.] [The information follows:] ...","","2005-12-31"
"4","Congressional Hearings","CHRG-109shrg39104143","CHRG-109shrg39104143","Agriculture, Rural Development, and Related Agencies Appropriations for Fiscal Year 2006","https://www.govinfo.gov/app/details/CHRG-109shrg39104143/CHRG-109shrg39104143","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104143/pdf/CHRG-109shrg39104143.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg39104143/html/CHRG-109shrg39104143.htm","","","",", Washington, DC. MATERIAL SUBMITTED BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's Note.--The following agencies of the Subcommittee on Agriculture, Rural Development, and Related Agencies did not appear before the subcommittee this year. Chairman Bennett requested these agencies to submit testimony in support of their fiscal year 2006 ...","","2005-12-31"
"5","Congressional Hearings","CHRG-109shrg26746","CHRG-109shrg26746","Hurricane Katrina: Who's in Charge of the New Orleans Levees?","https://www.govinfo.gov/app/details/CHRG-109shrg26746/CHRG-109shrg26746","https://www.govinfo.gov/content/pkg/CHRG-109shrg26746/pdf/CHRG-109shrg26746.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg26746/html/CHRG-109shrg26746.htm","","",""," UNITED STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION DECEMBER 15, 2005 Printed for the use of the Committee on Homeland Security and Governmental Affairs _____ U.S. GOVERNMENT PRINTING OFFICE 26-746 PDF WASHINGTON : 2006 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll...","","2005-12-15"
"6","Congressional Hearings","CHRG-109shrg42267","CHRG-109shrg42267","The Environmental Protection Agency's Spill Prevention Control and Countermeasure Program","https://www.govinfo.gov/app/details/CHRG-109shrg42267/CHRG-109shrg42267","https://www.govinfo.gov/content/pkg/CHRG-109shrg42267/pdf/CHRG-109shrg42267.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg42267/html/CHRG-109shrg42267.htm","","",""," AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION DECEMBER 14, 2005 Printed for the use of the Committee on Environment and Public Works Available via the World Wide Web: http://www.access.gpo.gov/ congress.senate U.S. GOVERNMENT PRINTING OFFICE 42-267 PDF WASHINGTON DC: 2008 For sale by the Superintendent of ...","","2005-12-14"
"7","Congressional Hearings","CHRG-109shrg26425","CHRG-109shrg26425","Nominations of Deborah Taylor Tate and Michael J. Copps to Be Commissioners of the Federal Communications Commission","https://www.govinfo.gov/app/details/CHRG-109shrg26425/CHRG-109shrg26425","https://www.govinfo.gov/content/pkg/CHRG-109shrg26425/pdf/CHRG-109shrg26425.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg26425/html/CHRG-109shrg26425.htm","","",""," COMMITTEE ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION DECEMBER 13, 2005 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 26-425 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office ...","","2005-12-13"
"8","Congressional Hearings","CHRG-109shrg27469","CHRG-109shrg27469","The Transportation Security Administration's New Commercial Aviation Passenger Screening Procedures","https://www.govinfo.gov/app/details/CHRG-109shrg27469/CHRG-109shrg27469","https://www.govinfo.gov/content/pkg/CHRG-109shrg27469/pdf/CHRG-109shrg27469.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg27469/html/CHRG-109shrg27469.htm","","","",", SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION DECEMBER 12, 2005 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 27-469 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2005-12-12"
"9","Congressional Hearings","CHRG-109shrg26744","CHRG-109shrg26744","Hurricane Katrina: Perspectives of Fema's Operations Professionals","https://www.govinfo.gov/app/details/CHRG-109shrg26744/CHRG-109shrg26744","https://www.govinfo.gov/content/pkg/CHRG-109shrg26744/pdf/CHRG-109shrg26744.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg26744/html/CHRG-109shrg26744.htm","","",""," AFFAIRS UNITED STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION DECEMBER 8, 2005 Printed for the use of the Committee on Homeland Security and Governmental Affairs U.S. GOVERNMENT PRINTING OFFICE 26-744 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free ...","","2005-12-08"
"10","Congressional Hearings","CHRG-109shrg26745","CHRG-109shrg26745","Nominations of George W. Foresman and Tracy A. Henke","https://www.govinfo.gov/app/details/CHRG-109shrg26745/CHRG-109shrg26745","https://www.govinfo.gov/content/pkg/CHRG-109shrg26745/pdf/CHRG-109shrg26745.pdf","https://www.govinfo.gov/content/pkg/CHRG-109shrg26745/html/CHRG-109shrg26745.htm","","",""," STATES SENATE ONE HUNDRED NINTH CONGRESS FIRST SESSION ON THE NOMINATIONS OF GEORGE W. FORESMAN TO BE UNDER SECRETARY FOR PREPAREDNESS, U.S. DEPARTMENT OF HOMELAND SECURITY, AND TRACY A. HENKE TO BE EXECUTIVE DIRECTOR, OFFICE OF STATE AND LOCAL GOVERNMENT COORDINATION AND PREPAREDNESS, U.S. DEPARTMENT OF HOMELAND SECURITY DECEMBER 8, 2005 Printed...","","2005-12-08"
