"Search Terms","Hearings"
"Total Count","617"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-108shrg2910454","CHRG-108shrg2910454","Department of Homeland Security Appropriations for Fiscal Year 2004","https://www.govinfo.gov/app/details/CHRG-108shrg2910454/CHRG-108shrg2910454","","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910454/html/CHRG-108shrg2910454.htm","","",""," WITNESSES [The following testimonies were received by the Subcommittee on Homeland Security for inclusion in the record. The submitted materials relate to the fiscal year 2004 budget request for programs within the subcommittee's jurisdiction.] Prepared Statement of the American Public Transportation Association Mr. Chairman, thank you...","","2003-12-31"
"2","Congressional Hearings","CHRG-108shrg1910404","CHRG-108shrg1910404","Departments of Transportation, Treasury and General Government, and Related Agencies Appropriations for Fiscal Year 2004","https://www.govinfo.gov/app/details/CHRG-108shrg1910404/CHRG-108shrg1910404","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910404/pdf/CHRG-108shrg1910404.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910404/html/CHRG-108shrg1910404.htm","","",""," the Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The following testimonies were received by the Subcommittee on Transportation, Treasury and General Government, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2004 budget request. The subcommittee ...","","2003-12-31"
"3","Congressional Hearings","CHRG-108shrg2910424","CHRG-108shrg2910424","Foreign Operations, Export Financing, and Related Programs Appropriations for Fiscal Year 2004","https://www.govinfo.gov/app/details/CHRG-108shrg2910424/CHRG-108shrg2910424","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910424/pdf/CHRG-108shrg2910424.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg2910424/html/CHRG-108shrg2910424.htm","","","",", Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's Note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements of those submitting written testimony are as follows: Prepared Statement of the Alliance to Save Energy INTRODUCTION My name is David Nemtzow. I am the president of the Alliance to Save Energy, ...","","2003-12-31"
"4","Congressional Hearings","CHRG-108shrg1910402","CHRG-108shrg1910402","Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations for Fiscal Year 2004","https://www.govinfo.gov/app/details/CHRG-108shrg1910402/CHRG-108shrg1910402","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910402/pdf/CHRG-108shrg1910402.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910402/html/CHRG-108shrg1910402.htm","","",""," of the Committee on Appropriations, Washington, DC. MATERIAL SUBMITTED BY AGENCIES NOT APPEARING FOR FORMAL HEARINGS [Clerk's Note.--The following agencies of the Subcommittee on VA, HUD and Independent Agencies did not appear before the subcommittee this year. Chairman Bond requested these agencies to submit testimony in support of their ...","","2003-12-31"
"5","Congressional Hearings","CHRG-108shrg1910412","CHRG-108shrg1910412","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2004","https://www.govinfo.gov/app/details/CHRG-108shrg1910412/CHRG-108shrg1910412","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910412/pdf/CHRG-108shrg1910412.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg1910412/html/CHRG-108shrg1910412.htm","","",""," the Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENT OF HEALTH AND HUMAN SERVICES Prepared Statement of the Blue Cross and Blue Shield ...","","2003-12-31"
"6","Congressional Hearings","CHRG-108shrg91046","CHRG-108shrg91046","Fair Or Foul: the Challenge of Negotiating, Monitoring and Enforcing U.s. Trade Laws","https://www.govinfo.gov/app/details/CHRG-108shrg91046/CHRG-108shrg91046","https://www.govinfo.gov/content/pkg/CHRG-108shrg91046/pdf/CHRG-108shrg91046.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg91046/html/CHRG-108shrg91046.htm","","","",", THE FEDERAL WORKFORCE AND THE DISTRICT OF COLUMBIA SUBCOMMITTEE of the COMMITTEE ON GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION DECEMBER 9, 2003 Printed for the use of the Committee on Governmental Affairs U.S. GOVERNMENT PRINTING OFFICE 91-046 WASHINGTON : 2004 For sale by the Superintendent of ...","","2003-12-09"
"7","Congressional Hearings","CHRG-108shrg92337","CHRG-108shrg92337","Paducah Gaseous Diffusion Plant","https://www.govinfo.gov/app/details/CHRG-108shrg92337/CHRG-108shrg92337","https://www.govinfo.gov/content/pkg/CHRG-108shrg92337/pdf/CHRG-108shrg92337.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg92337/html/CHRG-108shrg92337.htm","","",""," SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION on the PADUCAH GASEOUS DIFFUSION PLANT DECEMBER 6, 2003 PADUCAH, KY Printed for the use of the Committee on Energy and Natural Resources ______ 92-337 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2003-12-06"
"8","Congressional Hearings","CHRG-108shrg91302","CHRG-108shrg91302","Nomination of Steven J. Law","https://www.govinfo.gov/app/details/CHRG-108shrg91302/CHRG-108shrg91302","https://www.govinfo.gov/content/pkg/CHRG-108shrg91302/pdf/CHRG-108shrg91302.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg91302/html/CHRG-108shrg91302.htm","","",""," CONGRESS FIRST SESSION ON STEVEN J. LAW, OF THE DISTRICT OF COLUMBIA, TO BE DEPUTY SECRETARY OF LABOR NOVEMBER 21, 2003 Printed for the use of the Committee on Health, Education, Labor, and Pensions 91-302 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2003-11-21"
"9","Congressional Hearings","CHRG-108shrg92180","CHRG-108shrg92180","Energy Employees Occupational Illness Compensation Program Act","https://www.govinfo.gov/app/details/CHRG-108shrg92180/CHRG-108shrg92180","https://www.govinfo.gov/content/pkg/CHRG-108shrg92180/pdf/CHRG-108shrg92180.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg92180/html/CHRG-108shrg92180.htm","","",""," SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION TO CONDUCT OVERSIGHT OF THE IMPLEMENTATION OF THE ENERGY EMPLOYEES OCCUPATIONAL ILLNESS COMPENSATION PROGRAM NOVEMBER 21, 2003 Printed for the use of the Committee on Energy and Natural Resources U.S. GOVERNMENT PRINTING OFFICE 92-180 WASHINGTON : 2004 For sale by the Superintendent of Documents...","","2003-11-21"
"10","Congressional Hearings","CHRG-108shrg25149","CHRG-108shrg25149","Improving the Corporate Governance of the New York Stock Exchange","https://www.govinfo.gov/app/details/CHRG-108shrg25149/CHRG-108shrg25149","https://www.govinfo.gov/content/pkg/CHRG-108shrg25149/pdf/CHRG-108shrg25149.pdf","https://www.govinfo.gov/content/pkg/CHRG-108shrg25149/html/CHRG-108shrg25149.htm","","",""," STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION ON BROKER-DEALER SELF-REGULATION AND REGULATORY AUTONOMY WITH MARKET SENSITIVITY NOVEMBER 20, 2003 Printed for the use of the Committee on Banking, Housing, and Urban Affairs Available at: http: //www.access.gpo.gov /congress /senate/ senate05sh.html ______ U.S. GOVERNMENT PRINTING ...","","2003-11-20"
