"Search Terms","Hearings"
"Total Count","715"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-110shrg69104258","CHRG-110shrg69104258","Department of the Interior, Environment, and Related Agencies Appropriations for Fiscal Year 2008","https://www.govinfo.gov/app/details/CHRG-110shrg69104258/CHRG-110shrg69104258","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104258/pdf/CHRG-110shrg69104258.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104258/html/CHRG-110shrg69104258.htm","","","",", Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] Prepared Statement of the Alabama Trails Association The Alabama Trails Association appreciates the opportunity to submit ...","","2007-12-31"
"2","Congressional Hearings","CHRG-110shrg59104238","CHRG-110shrg59104238","Department of Transportation and Housing and Urban Development, and Related Agencies Appropriations for Fiscal Year 2008","https://www.govinfo.gov/app/details/CHRG-110shrg59104238/CHRG-110shrg59104238","https://www.govinfo.gov/content/pkg/CHRG-110shrg59104238/pdf/CHRG-110shrg59104238.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg59104238/html/CHRG-110shrg59104238.htm","","",""," the Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The following testimonies were received by the Subcommittee on Transportation and Housing and Urban Development, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2008 budget request. The subcommittee ...","","2007-12-31"
"3","Congressional Hearings","CHRG-110shrg59104237","CHRG-110shrg59104237","Energy and Water Development Appropriations for Fiscal Year 2008","https://www.govinfo.gov/app/details/CHRG-110shrg59104237/CHRG-110shrg59104237","https://www.govinfo.gov/content/pkg/CHRG-110shrg59104237/pdf/CHRG-110shrg59104237.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg59104237/html/CHRG-110shrg59104237.htm","","",""," WITNESSES [Clerk's note.--At the direction of the subcommittee chairman, the following statements received by the subcommittee are made part of the hearing record on the Fiscal Year 2008 Energy and Water Development Appropriations Act.] DEPARTMENT OF DEFENSE--CIVIL Department of the Army Corps of Engineers--Civil Prepared Statement of the...","","2007-12-31"
"4","Congressional Hearings","CHRG-110shrg69104276","CHRG-110shrg69104276","Commerce, Justice, Science, and Related Agencies Appropriations for Fiscal Year 2008","https://www.govinfo.gov/app/details/CHRG-110shrg69104276/CHRG-110shrg69104276","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104276/pdf/CHRG-110shrg69104276.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104276/html/CHRG-110shrg69104276.htm","","","",", DC. NONDEPARTMENTAL WITNESSES [The following testimonies were received by the Subcommittee on Commerce, Justice, Science, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2008 budget request for programs within the subcommittee's jurisdiction.] Prepared Statement of the National ...","","2007-12-31"
"5","Congressional Hearings","CHRG-110shrg74983","CHRG-110shrg74983","Oversight of the Federal Truck Driver Hours-of-Service Rules and Truck Safety","https://www.govinfo.gov/app/details/CHRG-110shrg74983/CHRG-110shrg74983","https://www.govinfo.gov/content/pkg/CHRG-110shrg74983/pdf/CHRG-110shrg74983.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg74983/html/CHRG-110shrg74983.htm","","",""," AND MERCHANT MARINE INFRASTRUCTURE, SAFETY, AND SECURITY OF THE COMMITTEE ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED TENTH CONGRESS FIRST SESSION DECEMBER 19, 2007 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 74-983 WASHINGTON : 2012 For sale by the ...","","2007-12-19"
"6","Congressional Hearings","CHRG-110shrg45667","CHRG-110shrg45667","Confirmation Hearing on the Nomination of Mark R. Filip to Be Deputy Attorney General","https://www.govinfo.gov/app/details/CHRG-110shrg45667/CHRG-110shrg45667","https://www.govinfo.gov/content/pkg/CHRG-110shrg45667/pdf/CHRG-110shrg45667.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg45667/html/CHRG-110shrg45667.htm","","",""," STATES SENATE ONE HUNDRED TENTH CONGRESS FIRST SESSION DECEMBER 19, 2007 Serial No. J-110-71 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 45-667 PDF WASHINGTON DC: 2008 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...","","2007-12-19"
"7","Congressional Hearings","CHRG-110shrg73466","CHRG-110shrg73466","Nominations to the Department of Transportation, Amtrak Reform Board, and the Surface Transportation Board","https://www.govinfo.gov/app/details/CHRG-110shrg73466/CHRG-110shrg73466","https://www.govinfo.gov/content/pkg/CHRG-110shrg73466/pdf/CHRG-110shrg73466.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg73466/html/CHRG-110shrg73466.htm","","",""," ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED TENTH CONGRESS FIRST SESSION DECEMBER 18, 2007 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 73-466 WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2007-12-18"
"8","Congressional Hearings","CHRG-110shrg77422","CHRG-110shrg77422","Oil Spills from Non-Tank Vessels: Threats, Risks, and Vulnerabilities","https://www.govinfo.gov/app/details/CHRG-110shrg77422/CHRG-110shrg77422","https://www.govinfo.gov/content/pkg/CHRG-110shrg77422/pdf/CHRG-110shrg77422.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg77422/html/CHRG-110shrg77422.htm","","","",", AND COAST GUARD OF THE COMMITTEE ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED TENTH CONGRESS FIRST SESSION DECEMBER 18, 2007 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 77-422 WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. ...","","2007-12-18"
"9","Congressional Hearings","CHRG-110shrg41353","CHRG-110shrg41353","Jon Wellinghoff Nomination","https://www.govinfo.gov/app/details/CHRG-110shrg41353/CHRG-110shrg41353","https://www.govinfo.gov/content/pkg/CHRG-110shrg41353/pdf/CHRG-110shrg41353.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg41353/html/CHRG-110shrg41353.htm","","",""," FIRST SESSION ON THE NOMINATION OF JON WELLINGHOFF TO BE A MEMBER OF THE FEDERAL ENERGY REGULATORY COMMISSION DECEMBER 18, 2007 Printed for the use of the Committee on Energy and Natural Resources ______ U.S. GOVERNMENT PRINTING OFFICE 43-353 WASHINGTON : 2008 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet:...","","2007-12-18"
"10","Congressional Hearings","CHRG-110shrg41446","CHRG-110shrg41446","Nomination of Steven H. Murdock","https://www.govinfo.gov/app/details/CHRG-110shrg41446/CHRG-110shrg41446","https://www.govinfo.gov/content/pkg/CHRG-110shrg41446/pdf/CHRG-110shrg41446.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg41446/html/CHRG-110shrg41446.htm","","",""," TENTH CONGRESS FIRST SESSION ON THE NOMINATION OF STEVEN H. MURDOCK TO BE DIRECTOR OF THE CENSUS, U.S. DEPARTMENT OF COMMERCE DECEMBER 18, 2007 Available via http://www.gpoaccess.gov/congress/index.html Printed for the use of the Committee on Homeland Security and Governmental Affairs U.S. GOVERNMENT PRINTING OFFICE 41-446 PDF WASHINGTON DC:...","","2007-12-18"
