"Search Terms","Hearings"
"Total Count","526"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-115shrg29591","CHRG-115shrg29591","Freight Movement: Assessing Where We Are Now and Where We Need to Go","https://www.govinfo.gov/app/details/CHRG-115shrg29591/CHRG-115shrg29591","https://www.govinfo.gov/content/pkg/CHRG-115shrg29591/pdf/CHRG-115shrg29591.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg29591/html/CHRG-115shrg29591.htm","","",""," of the COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 20, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-...","","2017-12-20"
"2","Congressional Hearings","CHRG-115shrg28423","CHRG-115shrg28423","A Resolution to Improve Procedures for the Consideration of Nominations in the Senate","https://www.govinfo.gov/app/details/CHRG-115shrg28423/CHRG-115shrg28423","https://www.govinfo.gov/content/pkg/CHRG-115shrg28423/pdf/CHRG-115shrg28423.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg28423/html/CHRG-115shrg28423.htm","","",""," UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 19, 2017 Printed for the use of the Committee on Rules and Administration [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 28-423 WASHINGTON : 2019 For sale by the Superintendent of Documents, U.S. ...","","2017-12-19"
"3","Congressional Hearings","CHRG-115shrg30100","CHRG-115shrg30100","Nomination of Margaret M. Weichert","https://www.govinfo.gov/app/details/CHRG-115shrg30100/CHRG-115shrg30100","https://www.govinfo.gov/content/pkg/CHRG-115shrg30100/pdf/CHRG-115shrg30100.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg30100/html/CHRG-115shrg30100.htm","","",""," HUNDRED FIFTEENTH CONGRESS FIRST SESSION NOMINATION OF MARGARET M. WEICHERT TO BE DEPUTY DIRECTOR FOR MANAGEMENT, OFFICE OF MANAGEMENT AND BUDGET DECEMBER 14, 2017 Available via the World Wide Web: http://www.govinfo.gov/ Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S....","","2017-12-14"
"4","Congressional Hearings","CHRG-115shrg29590","CHRG-115shrg29590","U.S. Policy and Strategy in the Middle East","https://www.govinfo.gov/app/details/CHRG-115shrg29590/CHRG-115shrg29590","https://www.govinfo.gov/content/pkg/CHRG-115shrg29590/pdf/CHRG-115shrg29590.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg29590/html/CHRG-115shrg29590.htm","","","","FIFTEENTH CONGRESS FIRST SESSION THURSDAY, DECEMBER 14, 2017 Printed for the use of the Committee on Armed Services [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov/ ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-590 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government ...","","2017-12-14"
"5","Congressional Hearings","CHRG-115shrg28623","CHRG-115shrg28623","Oversight of the Nuclear Regulatory Commission","https://www.govinfo.gov/app/details/CHRG-115shrg28623/CHRG-115shrg28623","https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/pdf/CHRG-115shrg28623.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg28623/html/CHRG-115shrg28623.htm","","","","HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 28-623 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government ...","","2017-12-13"
"6","Congressional Hearings","CHRG-115shrg27981","CHRG-115shrg27981","Implementation of the 21st Century Cures Act: Responding to Mental Health Needs","https://www.govinfo.gov/app/details/CHRG-115shrg27981/CHRG-115shrg27981","https://www.govinfo.gov/content/pkg/CHRG-115shrg27981/pdf/CHRG-115shrg27981.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg27981/html/CHRG-115shrg27981.htm","","",""," AND PENSIONS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION ON EXAMINING IMPLEMENTATION OF THE 21ST CENTURY CURES ACT, FOCUSING ON RESPONDING TO MENTAL HEALTH NEEDS DECEMBER 13, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide ...","","2017-12-13"
"7","Congressional Hearings","CHRG-115shrg32792","CHRG-115shrg32792","Safeguarding American Agriculture in a Globalized World","https://www.govinfo.gov/app/details/CHRG-115shrg32792/CHRG-115shrg32792","https://www.govinfo.gov/content/pkg/CHRG-115shrg32792/pdf/CHRG-115shrg32792.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg32792/html/CHRG-115shrg32792.htm","","",""," SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Agriculture, Nutrition, and Forestry [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 32-792 PDF WASHINGTON : 2019 For sale by the Superintendent of ...","","2017-12-13"
"8","Congressional Hearings","CHRG-115shrg36603","CHRG-115shrg36603","Treaties","https://www.govinfo.gov/app/details/CHRG-115shrg36603/CHRG-115shrg36603","https://www.govinfo.gov/content/pkg/CHRG-115shrg36603/pdf/CHRG-115shrg36603.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg36603/html/CHRG-115shrg36603.htm","","",""," 13, 2017 Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 36-603 PDF WASHINGTON : 2019 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http://bookstore.gpo.gov. For more information, contact the GPO Customer Contact ...","","2017-12-13"
"9","Congressional Hearings","CHRG-115shrg35430","CHRG-115shrg35430","Research, Diagnosis, and Treatment for Traumatic Brain Injury/ Concussion in Servicemembers","https://www.govinfo.gov/app/details/CHRG-115shrg35430/CHRG-115shrg35430","https://www.govinfo.gov/content/pkg/CHRG-115shrg35430/pdf/CHRG-115shrg35430.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg35430/html/CHRG-115shrg35430.htm","","",""," OF THE COMMITTEE ON ARMED SERVICES UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Armed Services [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 35-430 PDF WASHINGTON : 2019 For sale by ...","","2017-12-13"
"10","Congressional Hearings","CHRG-115shrg36576","CHRG-115shrg36576","Using Force: Strategic, Political, and Legal Considerations","https://www.govinfo.gov/app/details/CHRG-115shrg36576/CHRG-115shrg36576","https://www.govinfo.gov/content/pkg/CHRG-115shrg36576/pdf/CHRG-115shrg36576.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg36576/html/CHRG-115shrg36576.htm","","",""," HUNDRED FIFTEENTH CONGRESS FIRST SESSION DECEMBER 13, 2017 Printed for the use of the Committee on Foreign Relations [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 36-576 PDF WASHINGTON : 2019 COMMITTEE ON FOREIGN RELATIONS BOB CORKER, Tennessee, Chairman JAMES E. ...","","2017-12-13"
