"Search Terms","Hearings"
"Total Count","554"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-114shrg20949","CHRG-114shrg20949","The Administration's Strategy in Afghanistan","https://www.govinfo.gov/app/details/CHRG-114shrg20949/CHRG-114shrg20949","https://www.govinfo.gov/content/pkg/CHRG-114shrg20949/pdf/CHRG-114shrg20949.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg20949/html/CHRG-114shrg20949.htm","","",""," CONGRESS FIRST SESSION DECEMBER 16, 2015 Printed for the use of the Committee on Foreign Relations [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gpo.gov U.S. GOVERNMENT PUBLISHING OFFICE 20-949 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...","","2015-12-16"
"2","Congressional Hearings","CHRG-114shrg26537","CHRG-114shrg26537","Is Transition Assistance on Track?","https://www.govinfo.gov/app/details/CHRG-114shrg26537/CHRG-114shrg26537","https://www.govinfo.gov/content/pkg/CHRG-114shrg26537/pdf/CHRG-114shrg26537.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg26537/html/CHRG-114shrg26537.htm","","",""," FIRST SESSION DECEMBER 15, 2015 Printed for the use of the Committee on Veterans' Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov U.S. GOVERNMENT PUBLISHING OFFICE 26-537 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http://...","","2015-12-15"
"3","Congressional Hearings","CHRG-114shrg23617","CHRG-114shrg23617","Keeping the Promise for Arizona Veterans: The VA Choice Card, Management Accountability, and Phoenix VA Medical Center","https://www.govinfo.gov/app/details/CHRG-114shrg23617/CHRG-114shrg23617","https://www.govinfo.gov/content/pkg/CHRG-114shrg23617/pdf/CHRG-114shrg23617.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg23617/html/CHRG-114shrg23617.htm","","",""," THE COMMITTEE ON VETERANS' AFFAIRS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS FIRST SESSION DECEMBER 14, 2015 Printed for the use of the Committee on Veterans' Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov ________ U.S. GOVERNMENT PUBLISHING OFFICE 23-617 PDF WASHINGTON : 2017 ...","","2015-12-14"
"4","Congressional Hearings","CHRG-114shrg23575","CHRG-114shrg23575","Increasing Effectiveness of Military Operations","https://www.govinfo.gov/app/details/CHRG-114shrg23575/CHRG-114shrg23575","https://www.govinfo.gov/content/pkg/CHRG-114shrg23575/pdf/CHRG-114shrg23575.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg23575/html/CHRG-114shrg23575.htm","","",""," CONGRESS FIRST SESSION DECEMBER 10, 2015 Printed for the use of the Committee on Armed Services [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 23-575 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http://...","","2015-12-10"
"5","Congressional Hearings","CHRG-114shrg99903","CHRG-114shrg99903","Implementing Solutions: The Importance of Following Through on GAO and Oig Recommendations","https://www.govinfo.gov/app/details/CHRG-114shrg99903/CHRG-114shrg99903","https://www.govinfo.gov/content/pkg/CHRG-114shrg99903/pdf/CHRG-114shrg99903.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg99903/html/CHRG-114shrg99903.htm","","",""," AFFAIRS AND FEDERAL MANAGEMENT OF THE COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS FIRST SESSION DECEMBER 10, 2015 Available via http://www.fdsys.gov Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S ...","","2015-12-10"
"6","Congressional Hearings","CHRG-114shrg23251","CHRG-114shrg23251","Terrorism and the Global Oil Markets","https://www.govinfo.gov/app/details/CHRG-114shrg23251/CHRG-114shrg23251","https://www.govinfo.gov/content/pkg/CHRG-114shrg23251/pdf/CHRG-114shrg23251.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg23251/html/CHRG-114shrg23251.htm","","",""," CONGRESS FIRST SESSION DECEMBER 10, 2015 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Energy and Natural Resources Available via the World Wide Web: http://fdsys.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 23-251 WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government ...","","2015-12-10"
"7","Congressional Hearings","CHRG-114shrg21183","CHRG-114shrg21183","Independent South Sudan: A Failure of Leadership","https://www.govinfo.gov/app/details/CHRG-114shrg21183/CHRG-114shrg21183","https://www.govinfo.gov/content/pkg/CHRG-114shrg21183/pdf/CHRG-114shrg21183.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg21183/html/CHRG-114shrg21183.htm","","",""," CONGRESS FIRST SESSION DECEMBER 10, 2015 Printed for the use of the Committee on Foreign Relations [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.gpo.gov/fdsys/ U.S. GOVERNMENT PUBLISHING OFFICE 21-183 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office,...","","2015-12-10"
"8","Congressional Hearings","CHRG-114shrg59104627","CHRG-114shrg59104627","Energy and Water Development Appropriations for Fiscal Year 2015","https://www.govinfo.gov/app/details/CHRG-114shrg59104627/CHRG-114shrg59104627","https://www.govinfo.gov/content/pkg/CHRG-114shrg59104627/pdf/CHRG-114shrg59104627.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg59104627/html/CHRG-114shrg59104627.htm","","",""," WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENT OF DEFENSE--CIVIL DEPARTMENT OF THE ARMY CORPS OF ENGINEERS--CIVIL Prepared Statement of the Arkansas Waterways Commission To Chairman Simpson and...","","2015-12-09"
"9","Congressional Hearings","CHRG-114shrg59104626","CHRG-114shrg59104626","Department of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2015","https://www.govinfo.gov/app/details/CHRG-114shrg59104626/CHRG-114shrg59104626","https://www.govinfo.gov/content/pkg/CHRG-114shrg59104626/pdf/CHRG-114shrg59104626.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg59104626/html/CHRG-114shrg59104626.htm","","","","the Committee on Appropriations, Washington, DC. [Clerk's note.--The subcommittee was unable to hold hearings on departmental and nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENTAL WITNESSES Prepared Statement of the Association of Public Television Stations and the Public ...","","2015-12-09"
"10","Congressional Hearings","CHRG-114shrg21369","CHRG-114shrg21369","The Security Apolitical and Crisis in Burundi","https://www.govinfo.gov/app/details/CHRG-114shrg21369/CHRG-114shrg21369","https://www.govinfo.gov/content/pkg/CHRG-114shrg21369/pdf/CHRG-114shrg21369.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg21369/html/CHRG-114shrg21369.htm","","",""," CONGRESS FIRST SESSION DECEMBER 9, 2015 Printed for the use of the Committee on Foreign Relations [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.gpo.gov/fdsys/ U.S. GOVERNMENT PUBLISHING OFFICE 21-369 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http...","","2015-12-09"
