"Search Terms","Hearings"
"Total Count","384"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-114shrg26844","CHRG-114shrg26844","State Department and Usaid Management Challenges and Opportunities for the Next Administration","https://www.govinfo.gov/app/details/CHRG-114shrg26844/CHRG-114shrg26844","https://www.govinfo.gov/content/pkg/CHRG-114shrg26844/pdf/CHRG-114shrg26844.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg26844/html/CHRG-114shrg26844.htm","","",""," DEPARTMENT AND USAID MANAGEMENT, INTERNATIONAL OPERATIONS, AND BILATERAL INTERNATIONAL DEVELOPMENT OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION DECEMBER 8, 2016 Printed for the use of the Committee on Foreign Relations [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World ...","","2016-12-08"
"2","Congressional Hearings","CHRG-114shrg24732","CHRG-114shrg24732","Assessing the Security of Our Critical Transportation Infrastructure","https://www.govinfo.gov/app/details/CHRG-114shrg24732/CHRG-114shrg24732","https://www.govinfo.gov/content/pkg/CHRG-114shrg24732/pdf/CHRG-114shrg24732.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg24732/html/CHRG-114shrg24732.htm","","",""," MARINE INFRASTRUCTURE, SAFETY AND SECURITY of the COMMITTEE ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION DECEMBER 7, 2016 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 24-...","","2016-12-07"
"3","Congressional Hearings","CHRG-114shrg23536","CHRG-114shrg23536","Examining the Department of the Interior's Land Buy-Back Program for Tribal Nations, Four Years Later","https://www.govinfo.gov/app/details/CHRG-114shrg23536/CHRG-114shrg23536","https://www.govinfo.gov/content/pkg/CHRG-114shrg23536/pdf/CHRG-114shrg23536.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg23536/html/CHRG-114shrg23536.htm","","",""," INDIAN AFFAIRS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION DECEMBER 7, 2016 Printed for the use of the Committee on Indian Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] ______ U.S. GOVERNMENT PUBLISHING OFFICE 23-536 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...","","2016-12-07"
"4","Congressional Hearings","CHRG-114shrg69104673","CHRG-114shrg69104673","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2016","https://www.govinfo.gov/app/details/CHRG-114shrg69104673/CHRG-114shrg69104673","https://www.govinfo.gov/content/pkg/CHRG-114shrg69104673/pdf/CHRG-114shrg69104673.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg69104673/html/CHRG-114shrg69104673.htm","","",""," the Committee on Appropriations, Washington, DC. [Clerk's note.--The subcommittee was unable to hold hearings on departmental and nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] DEPARTMENTAL WITNESSES Prepared Statement of the Association of Public Television Stations and the Public ...","","2016-12-02"
"5","Congressional Hearings","CHRG-114shrg26727","CHRG-114shrg26727","The Future of Counter- Terrorism Strategy","https://www.govinfo.gov/app/details/CHRG-114shrg26727/CHRG-114shrg26727","https://www.govinfo.gov/content/pkg/CHRG-114shrg26727/pdf/CHRG-114shrg26727.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg26727/html/CHRG-114shrg26727.htm","","",""," CONGRESS SECOND SESSION December 1, 2016 Printed for the use of the Committee on Foreign Relations [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov U.S. GOVERNMENT PUBLISHING OFFICE 26-727 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http://...","","2016-12-01"
"6","Congressional Hearings","CHRG-114shrg28323","CHRG-114shrg28323","The Oversight, Acquisition, Testing, and Employment of the Littoral Combat Ship (Lcs) and Lcs Mission Module Programs","https://www.govinfo.gov/app/details/CHRG-114shrg28323/CHRG-114shrg28323","https://www.govinfo.gov/content/pkg/CHRG-114shrg28323/pdf/CHRG-114shrg28323.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg28323/html/CHRG-114shrg28323.htm","","","","THE COMMITTEE ON ARMED SERVICES UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION THURSDAY, DECEMBER 1, 2016 Printed for the use of the Committee on Armed Services [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 28-323 PDF WASHINGTON : 2018 For sale ...","","2016-12-01"
"7","Congressional Hearings","CHRG-114shrg23956","CHRG-114shrg23956","Examining Two GAO Reports Regarding the Renewable Fuel Standard","https://www.govinfo.gov/app/details/CHRG-114shrg23956/CHRG-114shrg23956","https://www.govinfo.gov/content/pkg/CHRG-114shrg23956/pdf/CHRG-114shrg23956.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg23956/html/CHRG-114shrg23956.htm","","",""," of the COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION DECEMBER 1, 2016 Available via http://www.fdsys.gov Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE ...","","2016-12-01"
"8","Congressional Hearings","CHRG-114shrg25161","CHRG-114shrg25161","Initial Observations of the New Leadership at the U.S. Border Patrol","https://www.govinfo.gov/app/details/CHRG-114shrg25161/CHRG-114shrg25161","https://www.govinfo.gov/content/pkg/CHRG-114shrg25161/pdf/CHRG-114shrg25161.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg25161/html/CHRG-114shrg25161.htm","","",""," AFFAIRS UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION NOVEMBER 30, 2016 Available via the World Wide Web: http://www.fdsys.gov/ Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 25-161 PDF WASHINGTON : 2018 For sale by ...","","2016-11-30"
"9","Congressional Hearings","CHRG-114shrg24175","CHRG-114shrg24175","The Dawn of Artificial Intelligence","https://www.govinfo.gov/app/details/CHRG-114shrg24175/CHRG-114shrg24175","https://www.govinfo.gov/content/pkg/CHRG-114shrg24175/pdf/CHRG-114shrg24175.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg24175/html/CHRG-114shrg24175.htm","","","",", SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION NOVEMBER 30, 2016 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 24-175 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. ...","","2016-11-30"
"10","Congressional Hearings","CHRG-114shrg25189","CHRG-114shrg25189","Department of Defense Actions Concerning Voluntary Education Programs","https://www.govinfo.gov/app/details/CHRG-114shrg25189/CHRG-114shrg25189","https://www.govinfo.gov/content/pkg/CHRG-114shrg25189/pdf/CHRG-114shrg25189.pdf","https://www.govinfo.gov/content/pkg/CHRG-114shrg25189/html/CHRG-114shrg25189.htm","","",""," ONE HUNDRED FOURTEENTH CONGRESS SECOND SESSION NOVEMBER 29, 2016 Printed for the use of the Committee on Armed Services [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.fdsys.gov/ ______ U.S. GOVERNMENT PUBLISHING OFFICE 25-189 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. ...","","2016-11-29"
