"Search Terms","Hearings"
"Total Count","583"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-110shrg79104316","CHRG-110shrg79104316","Department of the Interior, Environment, and Related Agencies Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg79104316/CHRG-110shrg79104316","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104316/pdf/CHRG-110shrg79104316.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104316/html/CHRG-110shrg79104316.htm","","","",", Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] Prepared Statement of the Alamo Navajo School Board, Inc. Honorable Chairman: Please accept this expression of our concerns ...","","2008-12-31"
"2","Congressional Hearings","CHRG-110shrg79104317","CHRG-110shrg79104317","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg79104317/CHRG-110shrg79104317","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104317/pdf/CHRG-110shrg79104317.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104317/html/CHRG-110shrg79104317.htm","","",""," the Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] Prepared Statement of Abbey Curran, Miss Iowa USA Mr. Chairman and members of the committee: I am ...","","2008-12-31"
"3","Congressional Hearings","CHRG-110shrg69104296","CHRG-110shrg69104296","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg69104296/CHRG-110shrg69104296","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104296/pdf/CHRG-110shrg69104296.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg69104296/html/CHRG-110shrg69104296.htm","","",""," Committee on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [The following testimonies were received by the Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2009 budget request for programs within the ...","","2008-12-31"
"4","Congressional Hearings","CHRG-110shrg79104310","CHRG-110shrg79104310","Commerce, Justice, Science, and Related Agencies Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg79104310/CHRG-110shrg79104310","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104310/pdf/CHRG-110shrg79104310.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104310/html/CHRG-110shrg79104310.htm","","","",", DC. [The following testimonies were received by the Subcommittee on Commerce, Justice, Science, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2009 budget request for programs within the subcommittee's jurisdiction.] DEPARTMENTAL WITNESSES DEPARTMENT OF COMMERCE National Oceanic and ...","","2008-12-31"
"5","Congressional Hearings","CHRG-110shrg79104337","CHRG-110shrg79104337","Transportation and Housing and Urban Development, and Related Agencies Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg79104337/CHRG-110shrg79104337","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104337/pdf/CHRG-110shrg79104337.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104337/html/CHRG-110shrg79104337.htm","","",""," on Appropriations, Washington, DC. NONDEPARTMENTAL WITNESSES [Clerk's note.--The following testimonies were received by the Subcommittee on Transportation and Housing and Urban Development, and Related Agencies for inclusion in the record. The submitted materials relate to the fiscal year 2009 budget request. The subcommittee requested that public...","","2008-12-31"
"6","Congressional Hearings","CHRG-110shrg79104338","CHRG-110shrg79104338","Energy and Water Development Appropriations for Fiscal Year 2009","https://www.govinfo.gov/app/details/CHRG-110shrg79104338/CHRG-110shrg79104338","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104338/pdf/CHRG-110shrg79104338.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg79104338/html/CHRG-110shrg79104338.htm","","",""," WITNESSES [Clerk's note.--At the direction of the subcommittee chairman, the following statements received by the subcommittee are made part of the hearing record on the Fiscal Year 2009 Energy and Water Development Appropriations Act.] DEPARTMENT OF DEFENSE--CIVIL Department of the Army Corps of Engineers--Civil Prepared Statement of the...","","2008-12-31"
"7","Congressional Hearings","CHRG-110shrg51705","CHRG-110shrg51705","Clark County, NV: Ground Zero of the Housing and Financial Crises","https://www.govinfo.gov/app/details/CHRG-110shrg51705/CHRG-110shrg51705","https://www.govinfo.gov/content/pkg/CHRG-110shrg51705/pdf/CHRG-110shrg51705.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg51705/html/CHRG-110shrg51705.htm","","","","TENTH CONGRESS SECOND SESSION HEARING HELD IN LAS VEGAS, NEVADA, DECEMBER 16, 2008 Printed for the use of the Congressional Oversight Panel Available on the Internet: http://www.gpoaccess.gov/congress/house/administration/index.html CLARK COUNTY, NV: GROUND ZERO OF THE HOUSING AND FINANCIAL CRISES S. Hrg. 110-868 CLARK COUNTY, NV: GROUND ZERO OF ...","","2008-12-16"
"8","Congressional Hearings","CHRG-110shrg45990","CHRG-110shrg45990","World at Risk: A Report from the Commission on the Prevention of Weapons of Mass Destruction Proliferation and Terrorism","https://www.govinfo.gov/app/details/CHRG-110shrg45990/CHRG-110shrg45990","https://www.govinfo.gov/content/pkg/CHRG-110shrg45990/pdf/CHRG-110shrg45990.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg45990/html/CHRG-110shrg45990.htm","","",""," the COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED TENTH CONGRESS SECOND SESSION DECEMBER 11, 2008 Available via http://www.gpoaccess.gov/congress/index.html Printed for the use of the Committee on Homeland Security and Governmental Affairs U.S. GOVERNMENT PRINTING OFFICE 45-990 WASHINGTON : 2010 For ...","","2008-12-11"
"9","Congressional Hearings","CHRG-110shrg46256","CHRG-110shrg46256","Clean Energy and ""Green"" Jobs","https://www.govinfo.gov/app/details/CHRG-110shrg46256/CHRG-110shrg46256","https://www.govinfo.gov/content/pkg/CHRG-110shrg46256/pdf/CHRG-110shrg46256.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg46256/html/CHRG-110shrg46256.htm","","",""," SECOND SESSION TO RECEIVE TESTIMONY REGARDING INVESTMENTS IN CLEAN ENERGY AND NATURAL RESOURCES PROJECTS AND PROGRAMS TO CREATE GREEN JOBS AND TO STIMULATE THE ECONOMY DECEMBER 10, 2008 Printed for the use of the Committee on Energy and Natural Resources U.S. GOVERNMENT PRINTING OFFICE 46-256 PDF WASHINGTON DC: 2008 For Sale by the ...","","2008-12-10"
"10","Congressional Hearings","CHRG-110shrg46080","CHRG-110shrg46080","Prevention and Public Health: The Key to Transforming Our Sickcare System","https://www.govinfo.gov/app/details/CHRG-110shrg46080/CHRG-110shrg46080","https://www.govinfo.gov/content/pkg/CHRG-110shrg46080/pdf/CHRG-110shrg46080.pdf","https://www.govinfo.gov/content/pkg/CHRG-110shrg46080/html/CHRG-110shrg46080.htm","","",""," UNITED STATES SENATE ONE HUNDRED TENTH CONGRESS SECOND SESSION ON EXAMINING DISEASE PREVENTION AND PUBLIC HEALTH, FOCUSING ON TRANSFORMING THE HEALTH CARE SYSTEM DECEMBER 10, 2008 Printed for the use of the Committee on Health, Education, Labor, and Pensions Available via the World Wide Web: http://www.gpoaccess.gov/congress/ senate U.S. ...","","2008-12-10"
