,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
0,04/04/22,10:00AM,https://www.judiciary.senate.gov/meetings/03/28/2022/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-04-04,[],[],[],,,,
1,03/29/22,10:00AM,https://www.judiciary.senate.gov/meetings/the-freedom-of-information-act-improving-transparency-and-the-american-publics-right-to-know-for-the-21st-century,The Freedom of Information Act: Improving Transparency and the American Public’s Right to Know for the 21st Century,Dirksen Senate Office Building Room 226,Judiciary,2022-04-04,"['Chuck Grassley', 'Bobak Talebian', 'Alina M. Semo', 'James R. McTigue, Jr.']","['https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Opening%20Statement%20at%20FOIA%20Hearing.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Talebian%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Semo%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/McTigue%20testimony.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Opening%20Statement%20at%20FOIA%20Hearing.pdf'), ('Bobak Talebian', 'https://www.judiciary.senate.gov/imo/media/doc/Talebian%20testimony.pdf'), ('Alina M. Semo', 'https://www.judiciary.senate.gov/imo/media/doc/Semo%20testimony.pdf'), ('James R. McTigue, Jr.', 'https://www.judiciary.senate.gov/imo/media/doc/McTigue%20testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=FCC5E5B0-5056-A066-60AB-1B70F70425C1,,,
2,03/28/22,03:00PM,https://www.judiciary.senate.gov/meetings/03/24/2022/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-04-04,['Chuck Grassley'],['https://www.judiciary.senate.gov/imo/media/doc/03-28-22%20Grassley%20Statement.pdf'],"[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/03-28-22%20Grassley%20Statement.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=57822A97-5056-A066-607B-3006E987E01A,,,
3,03/24/22,09:00AM,https://www.judiciary.senate.gov/meetings/the-nomination-of-ketanji-brown-jackson-to-be-an-associate-justice-of-the-supreme-court-of-the-united-states-day-4,The Nomination of Ketanji Brown Jackson to be an Associate Justice of the Supreme Court of the United States (Day 4),Hart Senate Office Building Room 216,Judiciary,2022-04-04,"['Ann Claire Williams', 'D. Jean Veta', 'Joseph M. Drayton', 'Joyce Beatty', 'Risa Goluboff', 'Wade Henderson', 'Richard B. Rosenthal', 'Frederick Thomas', 'Steve Marshall', 'Jennifer Mascott', 'Eleanor McCullen', 'Keisha Russell', 'Alessandra Serano']","['https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony3.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony4.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Beatty%20Testimony3.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Goluboff%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Henderson%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Rosenthal%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Thomas%20Testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Steven%20T.%20Marshall%203.241.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Mascott%20written%20statement%2003.24.2022.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Mrs.%20Eleanor%20McCullen.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Russell%20KBJ%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Alessandra%20Parisi%20Serano.pdf']","[('Ann Claire Williams', 'https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony1.pdf'), ('D. Jean Veta', 'https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony3.pdf'), ('Joseph M. Drayton', 'https://www.judiciary.senate.gov/imo/media/doc/ABA%20Testimony4.pdf'), ('Joyce Beatty', 'https://www.judiciary.senate.gov/imo/media/doc/Beatty%20Testimony3.pdf'), ('Risa Goluboff', 'https://www.judiciary.senate.gov/imo/media/doc/Goluboff%20Testimony.pdf'), ('Wade Henderson', 'https://www.judiciary.senate.gov/imo/media/doc/Henderson%20Testimony.pdf'), ('Richard B. Rosenthal', 'https://www.judiciary.senate.gov/imo/media/doc/Rosenthal%20Testimony.pdf'), ('Frederick Thomas', 'https://www.judiciary.senate.gov/imo/media/doc/Thomas%20Testimony1.pdf'), ('Steve Marshall', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Steven%20T.%20Marshall%203.241.pdf'), ('Jennifer Mascott', 'https://www.judiciary.senate.gov/imo/media/doc/Mascott%20written%20statement%2003.24.2022.pdf'), ('Eleanor McCullen', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Mrs.%20Eleanor%20McCullen.pdf'), ('Keisha Russell', 'https://www.judiciary.senate.gov/imo/media/doc/Russell%20KBJ%20Testimony.pdf'), ('Alessandra Serano', 'https://www.judiciary.senate.gov/imo/media/doc/Testimony%20of%20Alessandra%20Parisi%20Serano.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=670B878C-5056-A066-60EE-8E38B70183E5,,,
4,03/23/22,09:00AM,https://www.judiciary.senate.gov/meetings/the-nomination-of-ketanji-brown-jackson-to-be-an-associate-justice-of-the-supreme-court-of-the-united-states-day-3,The Nomination of Ketanji Brown Jackson to be an Associate Justice of the Supreme Court of the United States (Day 3),Hart Senate Office Building Room 216,Judiciary,2022-04-04,[],[],[],https://www.judiciary.senate.gov/hearings/watch?hearingid=66ED32AB-5056-A066-606A-E8213C3553F5,,,
5,03/22/22,09:00AM,https://www.judiciary.senate.gov/meetings/03/14/2022/the-nomination-of-ketanji-brown-jackson-to-be-an-associate-justice-of-the-supreme-court-of-the-united-states-day-2,The Nomination of Ketanji Brown Jackson to be an Associate Justice of the Supreme Court of the United States (Day 2),Hart Senate Office Building Room 216,Judiciary,2022-04-04,[],[],[],https://www.judiciary.senate.gov/hearings/watch?hearingid=675B1F5B-5056-A066-6040-E4241623C1FC,,,
6,03/21/22,11:00AM,https://www.judiciary.senate.gov/meetings/the-nomination-of-ketanji-brown-jackson-to-be-an-associate-justice-of-the-supreme-court-of-the-united-states,The Nomination of Ketanji Brown Jackson to be an Associate Justice of the Supreme Court of the United States,Hart Senate Office Building Room 216,Judiciary,2022-04-04,"['Chuck Grassley', 'Thomas B. Griffith', 'Lisa M. Fairfax', 'Ketanji Brown Jackson']","['https://www.judiciary.senate.gov/imo/media/doc/03-21-22%20Grassley%20Statement.pdf', '', '', 'https://www.judiciary.senate.gov/imo/media/doc/Judge%20Ketanji%20Brown%20Jackson%20Written%20Responses%20to%20Questions%20for%20the%20Record.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/03-21-22%20Grassley%20Statement.pdf'), ('Thomas B. Griffith', ''), ('Lisa M. Fairfax', ''), ('Ketanji Brown Jackson', 'https://www.judiciary.senate.gov/imo/media/doc/Judge%20Ketanji%20Brown%20Jackson%20Written%20Responses%20to%20Questions%20for%20the%20Record.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=66D22893-5056-A066-6092-972AB1A635C6,,,
7,03/15/22,02:00PM,https://www.judiciary.senate.gov/meetings/removing-barriers-to-legal-migration-to-strengthen-our-communities-and-economy,Removing Barriers to Legal Migration to Strengthen our Communities and Economy,Dirksen Senate Office Building Room 226,Judiciary,2022-04-04,"['Athulya Rajakumar', 'Stephen H. Legomsky', 'Lynden D. Melmed']","['https://www.judiciary.senate.gov/imo/media/doc/Rajakumar%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Legomsky%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Melmed%20Testimony.pdf']","[('Athulya Rajakumar', 'https://www.judiciary.senate.gov/imo/media/doc/Rajakumar%20Testimony.pdf'), ('Stephen H. Legomsky', 'https://www.judiciary.senate.gov/imo/media/doc/Legomsky%20Testimony.pdf'), ('Lynden D. Melmed', 'https://www.judiciary.senate.gov/imo/media/doc/Melmed%20Testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=2F67810D-5056-A066-60E8-7747A3F7164A,,,
8,03/10/22,09:00AM,https://www.judiciary.senate.gov/meetings/03/10/2022/executive-business-meeting,Executive Business Meeting,Russell Senate Office Building Room 325,Judiciary,2022-04-04,[],[],[],https://www.judiciary.senate.gov/hearings/watch?hearingid=2EB0751B-5056-A066-6001-27544B0EB25B,,,
9,03/08/22,10:00AM,https://www.judiciary.senate.gov/meetings/combating-the-rise-in-hate-crimes,Combating the Rise in Hate Crimes,Dirksen Senate Office Building Room 226,Judiciary,2022-04-04,"['Chuck Grassley', 'Kristen Clarke', 'Charlie Cytron-Walker', 'Walter M. Kimbrough', 'Orlando Martinez', 'Elan S. Carr', 'Maya Berry']","['https://www.judiciary.senate.gov/imo/media/doc/03-08-22%20Grassley%20Statement1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Clarke%20Testimony2.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Cytron-Walker%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Kimbrough%20testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Martinez%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Carr%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Berry%20Testimony.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/03-08-22%20Grassley%20Statement1.pdf'), ('Kristen Clarke', 'https://www.judiciary.senate.gov/imo/media/doc/Clarke%20Testimony2.pdf'), ('Charlie Cytron-Walker', 'https://www.judiciary.senate.gov/imo/media/doc/Cytron-Walker%20Testimony.pdf'), ('Walter M. Kimbrough', 'https://www.judiciary.senate.gov/imo/media/doc/Kimbrough%20testimony1.pdf'), ('Orlando Martinez', 'https://www.judiciary.senate.gov/imo/media/doc/Martinez%20Testimony.pdf'), ('Elan S. Carr', 'https://www.judiciary.senate.gov/imo/media/doc/Carr%20testimony.pdf'), ('Maya Berry', 'https://www.judiciary.senate.gov/imo/media/doc/Berry%20Testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=CDD2BA55-5056-A066-605F-C5EA9346C78D,,,
10,03/03/22,09:00AM,https://www.judiciary.senate.gov/meetings/02/24/2022/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-04-04,[],[],[],,,,
10,03/02/22,10:00AM,https://www.judiciary.senate.gov/meetings/03/02/2022/nominations,Nominations,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Stephanie Dawkins Davis', 'Arianna J. Freeman', 'Robert Steven Huie', 'Jennifer H. Rearden', 'Evelyn Padin']","['', '', '', '', '']","[('Stephanie Dawkins Davis', ''), ('Arianna J. Freeman', ''), ('Robert Steven Huie', ''), ('Jennifer H. Rearden', ''), ('Evelyn Padin', '')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=8F104A24-5056-A066-6082-9DBE4A8056DC,10.0,,
11,03/01/22,10:00AM,https://www.judiciary.senate.gov/meetings/federal-support-for-preventing-and-responding-to-carjackings,Federal Support for Preventing and Responding to Carjackings,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Chuck Grassley', 'Thomas Dart', 'Vaughn Bryant', 'John Bozzella', 'Justin E. Herdman', 'Edgardo ""Eddie"" Garcia', 'David J. Glawe']","['https://www.judiciary.senate.gov/imo/media/doc/03-01-22%20Grassley%20Statement.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Dart%20testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Bryant%20testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Bozzella%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Herdman%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Chief%20Garcia%20Written%20Testimony3.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Glawe%20Testimony.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/03-01-22%20Grassley%20Statement.pdf'), ('Thomas Dart', 'https://www.judiciary.senate.gov/imo/media/doc/Dart%20testimony1.pdf'), ('Vaughn Bryant', 'https://www.judiciary.senate.gov/imo/media/doc/Bryant%20testimony1.pdf'), ('John Bozzella', 'https://www.judiciary.senate.gov/imo/media/doc/Bozzella%20testimony.pdf'), ('Justin E. Herdman', 'https://www.judiciary.senate.gov/imo/media/doc/Herdman%20testimony.pdf'), ('Edgardo ""Eddie"" Garcia', 'https://www.judiciary.senate.gov/imo/media/doc/Chief%20Garcia%20Written%20Testimony3.pdf'), ('David J. Glawe', 'https://www.judiciary.senate.gov/imo/media/doc/Glawe%20Testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=6235FA42-5056-A066-6058-56BFFC61C007,11.0,,
12,02/17/22,09:00AM,https://www.judiciary.senate.gov/meetings/02/10/2022/executive-business-meeting,Executive Business Meeting,Dirksen Senate Office Building Room 106,Judiciary,2022-03-24,['Chuck Grassley'],['https://www.judiciary.senate.gov/imo/media/doc/02-17-22%20Grassley%20Statement1.pdf'],"[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/02-17-22%20Grassley%20Statement1.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=F060D71C-5056-A066-6001-C592A16E17DA,12.0,12.0,12.0
13,02/16/22,10:00AM,https://www.judiciary.senate.gov/meetings/02/09/2022/nominations,Nominations,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Sherilyn Peace Garnett', 'Nina Morrison', 'Trina L. Thompson', 'Paul Monteiro']","['', '', '', '']","[('Sherilyn Peace Garnett', ''), ('Nina Morrison', ''), ('Trina L. Thompson', ''), ('Paul Monteiro', '')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=B52F5D66-5056-A066-60DA-734840B794B4,13.0,13.0,13.0
14,02/10/22,09:00AM,https://www.judiciary.senate.gov/meetings/02/03/2022/executive-business-meeting-1,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,['Chuck Grassley'],[''],"[('Chuck Grassley', '')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=896489C9-5056-A066-60F0-B283A344F29E,14.0,14.0,14.0
15,02/09/22,10:00AM,https://www.judiciary.senate.gov/meetings/targeted-killing-and-the-rule-of-law_the-legal-and-human-costs-of-20-years-of-us-drone-strikes,'Targeted Killing' and the Rule of Law:  The Legal and Human Costs of 20 Years of U.S. Drone Strikes,Hart Senate Office Building Room 216,Judiciary,2022-03-24,"['Chuck Grassley', 'Hina Shamsi', 'Radhya al-Mutawakel', 'Stephen Pomper', 'John P. Jumper', 'Nathan A. Sales']","['https://www.judiciary.senate.gov/imo/media/doc/02-09-22%20Grassley%20Opening%20Remarks%20at%20Senate%20Judiciary%20Hearing%20on%20Targeted%20Drone%20Strikes3.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Shamsi%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/al_Mutawakel%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Pomper%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Jumper%20testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Sales%20testimony.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/02-09-22%20Grassley%20Opening%20Remarks%20at%20Senate%20Judiciary%20Hearing%20on%20Targeted%20Drone%20Strikes3.pdf'), ('Hina Shamsi', 'https://www.judiciary.senate.gov/imo/media/doc/Shamsi%20Testimony.pdf'), ('Radhya al-Mutawakel', 'https://www.judiciary.senate.gov/imo/media/doc/al_Mutawakel%20Testimony.pdf'), ('Stephen Pomper', 'https://www.judiciary.senate.gov/imo/media/doc/Pomper%20Testimony.pdf'), ('John P. Jumper', 'https://www.judiciary.senate.gov/imo/media/doc/Jumper%20testimony.pdf'), ('Nathan A. Sales', 'https://www.judiciary.senate.gov/imo/media/doc/Sales%20testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=604B0FC3-5056-A066-602A-2F35C8F3088B,15.0,15.0,15.0
16,02/08/22,03:00PM,https://www.judiciary.senate.gov/meetings/abusing-chapter-11-corporate-efforts-to-side-step-accountability-through-bankruptcy,Abusing Chapter 11: Corporate Efforts to Side-Step Accountability Through Bankruptcy,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Judith K. Fitzgerald', 'David A. Skeel, Jr.', 'Kimberly Ann Naranjo', 'Paul H. Zumbro', 'Kevin C. Maclay']","['https://www.judiciary.senate.gov/imo/media/doc/Fitzgerald%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Skeel%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Naranjo%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Paul%20H.%20Zumbro%20-%20Testimony1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Maclay%20Testimony.pdf']","[('Judith K. Fitzgerald', 'https://www.judiciary.senate.gov/imo/media/doc/Fitzgerald%20Testimony.pdf'), ('David A. Skeel, Jr.', 'https://www.judiciary.senate.gov/imo/media/doc/Skeel%20Testimony.pdf'), ('Kimberly Ann Naranjo', 'https://www.judiciary.senate.gov/imo/media/doc/Naranjo%20Testimony.pdf'), ('Paul H. Zumbro', 'https://www.judiciary.senate.gov/imo/media/doc/Paul%20H.%20Zumbro%20-%20Testimony1.pdf'), ('Kevin C. Maclay', 'https://www.judiciary.senate.gov/imo/media/doc/Maclay%20Testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=281F5C06-5056-A066-60D4-E6368D997EBF,16.0,16.0,16.0
17,02/03/22,09:30AM,https://www.judiciary.senate.gov/meetings/02/03/2022/executive-business-meeting-2,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,['Chuck Grassley'],"['https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Statement%20at%20an%20Executive%20Business%20Meeting,%2002-03-22.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Statement%20at%20an%20Executive%20Business%20Meeting,%2002-03-22.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=7FD2B534-5056-A066-60BB-1865BE27B084,17.0,17.0,17.0
18,02/02/22,03:00PM,https://www.judiciary.senate.gov/meetings/breaking-the-news_journalism-competition-and-the-effects-of-market-power-on-a-free-press,"Breaking the News – Journalism, Competition, and the Effects of Market Power on a Free Press",Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Jennifer Bertetto', 'Joel Oxley', 'Dan Gainor', 'Daniel Francis', 'Hal Singer']","['https://www.judiciary.senate.gov/imo/media/doc/Bertetto%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Oxley%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Gainor%20Testimony2.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Francis%20Testimony.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Singer%20Testimony.pdf']","[('Jennifer Bertetto', 'https://www.judiciary.senate.gov/imo/media/doc/Bertetto%20Testimony.pdf'), ('Joel Oxley', 'https://www.judiciary.senate.gov/imo/media/doc/Oxley%20Testimony.pdf'), ('Dan Gainor', 'https://www.judiciary.senate.gov/imo/media/doc/Gainor%20Testimony2.pdf'), ('Daniel Francis', 'https://www.judiciary.senate.gov/imo/media/doc/Francis%20Testimony.pdf'), ('Hal Singer', 'https://www.judiciary.senate.gov/imo/media/doc/Singer%20Testimony.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=EF9F786D-5056-A066-601A-6407106802A2,18.0,18.0,18.0
19,02/01/22,10:00AM,https://www.judiciary.senate.gov/meetings/01/25/2022/nominations,Nominations,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Kenly Kiya Kato', 'Jennifer Louise Rochon', 'Sunshine Suzanne Sykes']","['https://www.judiciary.senate.gov/imo/media/doc/Kenly%20Kiya%20Kato%20Responeses%20to%20Written%20Questions%20for%20the%20Record1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Jennifer%20Rochon%20Responeses%20to%20Written%20Questions%20for%20the%20Record.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Sunshine%20Sykes%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf']","[('Kenly Kiya Kato', 'https://www.judiciary.senate.gov/imo/media/doc/Kenly%20Kiya%20Kato%20Responeses%20to%20Written%20Questions%20for%20the%20Record1.pdf'), ('Jennifer Louise Rochon', 'https://www.judiciary.senate.gov/imo/media/doc/Jennifer%20Rochon%20Responeses%20to%20Written%20Questions%20for%20the%20Record.pdf'), ('Sunshine Suzanne Sykes', 'https://www.judiciary.senate.gov/imo/media/doc/Sunshine%20Sykes%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=B09FC70D-5056-A066-6036-5A83A027D757,19.0,19.0,19.0
20,01/20/22,09:00AM,https://www.judiciary.senate.gov/meetings/01/14/2022/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,['Chuck Grassley'],['https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Statement%20at%20Markup%20on%20Big%20Tech%20Competition%20Bill.pdf'],"[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/Grassley%20Statement%20at%20Markup%20on%20Big%20Tech%20Competition%20Bill.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=785E53AE-5056-A066-60CB-744FC8193CB1,20.0,20.0,20.0
21,01/13/22,09:00AM,https://www.judiciary.senate.gov/meetings/01/06/2022/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,['Chuck Grassley'],"['https://www.judiciary.senate.gov/imo/media/doc/Exec%20Biz,%2001-13-22,%20Opening%20Statement.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/Exec%20Biz,%2001-13-22,%20Opening%20Statement.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=E24723FD-5056-A066-60E5-B6B5373253E0,21.0,21.0,21.0
22,01/12/22,09:00AM,https://www.judiciary.senate.gov/meetings/01/05/2022/nominations,Nominations,Dirksen Senate Office Building Room 226,Judiciary,2022-03-24,"['Andre B. Mathis', 'Jessica G.L. Clarke', 'Hector Gonzalez', 'Fred W. Slaughter', 'Sharon Bradford Franklin', 'Beth Ann Williams']","['https://www.judiciary.senate.gov/imo/media/doc/Mathis%20Responses%20to%20Written%20Questions%20for%20the%20Record1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Clarke%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Gonzalez%20Responses%20to%20Wirtten%20Questions%20for%20the%20Record.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Slaughter%20Responses%20to%20Written%20Questions%20for%20the%20Record1.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Franklin%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Williams%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf']","[('Andre B. Mathis', 'https://www.judiciary.senate.gov/imo/media/doc/Mathis%20Responses%20to%20Written%20Questions%20for%20the%20Record1.pdf'), ('Jessica G.L. Clarke', 'https://www.judiciary.senate.gov/imo/media/doc/Clarke%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf'), ('Hector Gonzalez', 'https://www.judiciary.senate.gov/imo/media/doc/Gonzalez%20Responses%20to%20Wirtten%20Questions%20for%20the%20Record.pdf'), ('Fred W. Slaughter', 'https://www.judiciary.senate.gov/imo/media/doc/Slaughter%20Responses%20to%20Written%20Questions%20for%20the%20Record1.pdf'), ('Sharon Bradford Franklin', 'https://www.judiciary.senate.gov/imo/media/doc/Franklin%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf'), ('Beth Ann Williams', 'https://www.judiciary.senate.gov/imo/media/doc/Williams%20Responses%20to%20Written%20Questions%20for%20the%20Record.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=BA1ABBB9-5056-A066-60ED-8C40B993C982,22.0,22.0,22.0
23,01/11/22,10:00AM,https://www.judiciary.senate.gov/meetings/the-domestic-terrorism-threat-one-year-after-january-6,The Domestic Terrorism Threat One Year After January 6,Hart Senate Office Building Room 216,Judiciary,2022-03-24,"['Chuck Grassley', 'Matthew Olsen', 'Jill Sanborn']","['https://www.judiciary.senate.gov/imo/media/doc/01-11-22%20Grassley%20Statement.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Statement%20for%20the%20Record.Matthew%20Olsen-DOJ%20and%20Jill%20Sanborn-FBI.pdf', 'https://www.judiciary.senate.gov/imo/media/doc/Statement%20for%20the%20Record.Matthew%20Olsen-DOJ%20and%20Jill%20Sanborn-FBI1.pdf']","[('Chuck Grassley', 'https://www.judiciary.senate.gov/imo/media/doc/01-11-22%20Grassley%20Statement.pdf'), ('Matthew Olsen', 'https://www.judiciary.senate.gov/imo/media/doc/Statement%20for%20the%20Record.Matthew%20Olsen-DOJ%20and%20Jill%20Sanborn-FBI.pdf'), ('Jill Sanborn', 'https://www.judiciary.senate.gov/imo/media/doc/Statement%20for%20the%20Record.Matthew%20Olsen-DOJ%20and%20Jill%20Sanborn-FBI1.pdf')]",https://www.judiciary.senate.gov/hearings/watch?hearingid=7B57E651-5056-A066-60A7-1E1FFB4E6B2B,23.0,23.0,23.0
24,01/06/22,09:00AM,https://www.judiciary.senate.gov/meetings/12/30/2021/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,[],[],[],https://www.judiciary.senate.gov/hearings/watch?hearingid=80DE97C0-5056-A066-609C-9FA4B197B3D7,24.0,24.0,24.0
25,12/16/21,09:00AM,https://www.judiciary.senate.gov/meetings/12/09/2021/executive-business-meeting,Executive Business Meeting,Hart Senate Office Building Room 216,Judiciary,2022-03-24,[],[],[],https://www.judiciary.senate.gov/hearings/watch?hearingid=4548549D-5056-A066-60B2-DDAB9629F421,25.0,25.0,25.0
