,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,index,collection,packageId,granuleId,detailsLink,pdfLink,htmlLink,xmlLink,otherLink1,otherLink2,teaser,historical,publishdate
825,03/10/2021,,https://www.commerce.senate.gov/2021/3/nomination-hearing/8665f375-d5d2-484c-a965-97418dc97a50,Nomination Hearing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce031021&auto_play=false&wmode=opaque,179.0,Congressional Hearings,CHRG-115shrg26535,CHRG-115shrg26535,https://www.govinfo.gov/app/details/CHRG-115shrg26535/CHRG-115shrg26535,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/pdf/CHRG-115shrg26535.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/html/CHRG-115shrg26535.htm,,,," FIRST SESSION ON NOMINATIONS OF LANCE ROBERTSON, BRETT GIROIR, M.D., ROBERT KADLEC, M.D., ELINORE F. McCANCE-KATZ, M.D. AND JEROME ADAMS, M.D. AUGUST 1, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. ...",,2017-08-01
827,03/3/2021,,https://www.commerce.senate.gov/2021/3/nomination-hearing,Nomination Hearing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce030321&stt=00:30:00&auto_play=false&wmode=opaque,179.0,Congressional Hearings,CHRG-115shrg26535,CHRG-115shrg26535,https://www.govinfo.gov/app/details/CHRG-115shrg26535/CHRG-115shrg26535,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/pdf/CHRG-115shrg26535.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/html/CHRG-115shrg26535.htm,,,," FIRST SESSION ON NOMINATIONS OF LANCE ROBERTSON, BRETT GIROIR, M.D., ROBERT KADLEC, M.D., ELINORE F. McCANCE-KATZ, M.D. AND JEROME ADAMS, M.D. AUGUST 1, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. ...",,2017-08-01
833,01/26/2021,,https://www.commerce.senate.gov/2021/1/nomination-hearing,Nomination Hearing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce012621&auto_play=false&wmode=opaque,179.0,Congressional Hearings,CHRG-115shrg26535,CHRG-115shrg26535,https://www.govinfo.gov/app/details/CHRG-115shrg26535/CHRG-115shrg26535,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/pdf/CHRG-115shrg26535.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/html/CHRG-115shrg26535.htm,,,," FIRST SESSION ON NOMINATIONS OF LANCE ROBERTSON, BRETT GIROIR, M.D., ROBERT KADLEC, M.D., ELINORE F. McCANCE-KATZ, M.D. AND JEROME ADAMS, M.D. AUGUST 1, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. ...",,2017-08-01
835,01/21/2021,,https://www.commerce.senate.gov/2021/1/ni,Nomination Hearing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce012121&auto_play=false&wmode=opaque,179.0,Congressional Hearings,CHRG-115shrg26535,CHRG-115shrg26535,https://www.govinfo.gov/app/details/CHRG-115shrg26535/CHRG-115shrg26535,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/pdf/CHRG-115shrg26535.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/html/CHRG-115shrg26535.htm,,,," FIRST SESSION ON NOMINATIONS OF LANCE ROBERTSON, BRETT GIROIR, M.D., ROBERT KADLEC, M.D., ELINORE F. McCANCE-KATZ, M.D. AND JEROME ADAMS, M.D. AUGUST 1, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. ...",,2017-08-01
840,11/6/2003,,https://www.commerce.senate.gov/2003/11/lunar-exploration,Lunar Exploration,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce110603p&auto_play=false&wmode=opaque,30.0,Congressional Hearings,CHRG-108shrg20197,CHRG-108shrg20197,https://www.govinfo.gov/app/details/CHRG-108shrg20197/CHRG-108shrg20197,https://www.govinfo.gov/content/pkg/CHRG-108shrg20197/pdf/CHRG-108shrg20197.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg20197/html/CHRG-108shrg20197.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION NOVEMBER 6, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 20-197 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office...",,2003-11-06
841,11/6/2003,,https://www.commerce.senate.gov/2003/11/nominations,Nominations,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce110403&auto_play=false&wmode=opaque,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
847,11/5/2003,,https://www.commerce.senate.gov/2003/11/aviation-security,Aviation Security,,Commerce,2021-09-07,,33.0,Congressional Hearings,CHRG-108shrg20547,CHRG-108shrg20547,https://www.govinfo.gov/app/details/CHRG-108shrg20547/CHRG-108shrg20547,https://www.govinfo.gov/content/pkg/CHRG-108shrg20547/pdf/CHRG-108shrg20547.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg20547/html/CHRG-108shrg20547.htm,,,," FIRST SESSION NOVEMBER 5, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 20-547 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office Internet: bookstore.gpo.gov Phone: toll free (866) ...",,2003-11-05
852,10/23/2003,,https://www.commerce.senate.gov/2003/10/railroad-shipper-issues-and-s-919-the-railroad-competition-act-of-2003,"Railroad Shipper Issues and S. 919, the Railroad Competition Act of 2003",,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce102303&auto_play=false&wmode=opaque,60.0,Congressional Hearings,CHRG-108shrg82492,CHRG-108shrg82492,https://www.govinfo.gov/app/details/CHRG-108shrg82492/CHRG-108shrg82492,https://www.govinfo.gov/content/pkg/CHRG-108shrg82492/pdf/CHRG-108shrg82492.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg82492/html/CHRG-108shrg82492.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION OCTOBER 23, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 82-492 PDF WASHINGTON: 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office, http:...",,2003-10-23
857,10/2/2003,,https://www.commerce.senate.gov/2003/10/media-ownership,Media Ownership,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce100203&auto_play=false&wmode=opaque,91.0,Congressional Hearings,CHRG-108shrg99551,CHRG-108shrg99551,https://www.govinfo.gov/app/details/CHRG-108shrg99551/CHRG-108shrg99551,https://www.govinfo.gov/content/pkg/CHRG-108shrg99551/pdf/CHRG-108shrg99551.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg99551/html/CHRG-108shrg99551.htm,,,," FIRST SESSION OCTOBER 2, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 99-551 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...",,2003-10-02
864,09/30/2003,,https://www.commerce.senate.gov/2003/9/obesity-war-are-our-dietary-guidelines-losing,Obesity War: Are Our Dietary Guidelines Losing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce093003p&auto_play=false&wmode=opaque,106.0,Congressional Hearings,CHRG-108shrg91291,CHRG-108shrg91291,https://www.govinfo.gov/app/details/CHRG-108shrg91291/CHRG-108shrg91291,https://www.govinfo.gov/content/pkg/CHRG-108shrg91291/pdf/CHRG-108shrg91291.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg91291/html/CHRG-108shrg91291.htm,,,," ONE HUNDRED EIGHTH CONGRESS FIRST SESSION SEPTEMBER 30, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 91-291 PDF WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government Printing Office, Internet: bookstore.gpo.gov. Phone: toll free (866) 512-1800; DC ...",,2003-09-30
868,09/17/2003,,https://www.commerce.senate.gov/2003/9/nominations-hearing,Nominations Hearing,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce091703p&auto_play=false&wmode=opaque,303.0,Congressional Hearings,CHRG-114shrg98989,CHRG-114shrg98989,https://www.govinfo.gov/app/details/CHRG-114shrg98989/CHRG-114shrg98989,https://www.govinfo.gov/content/pkg/CHRG-114shrg98989/pdf/CHRG-114shrg98989.pdf,https://www.govinfo.gov/content/pkg/CHRG-114shrg98989/html/CHRG-114shrg98989.htm,,,," CONGRESS SECOND SESSION NOMINATIONS OF HON. PATRICK PIZZELLA, NOMINEE TO BE A MEMBER, FEDERAL LABOR RELATIONS AUTHORITY, JULIE H. BECKER, NOMINEE TO BE AN ASSOCIATE JUDGE, SUPERIOR COURT OF THE DISTRICT OF COLUMBIA, STEVEN N. BERK, NOMINEE TO BE AN ASSOCIATE JUDGE, SUPERIOR COURT OF THE DISTRICT OF COLUMBIA, AND ELIZABETH WINGO, NOMINEE TO BE...",,2016-03-02
869,09/17/2003,,https://www.commerce.senate.gov/2003/9/consumer-privacy-and-government-technology-mandates-in-the-digital-media-marketplace,Consumer Privacy and Government Technology Mandates in the Digital Media Marketplace,,Commerce,2021-09-07,https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce091703&auto_play=false&wmode=opaque,126.0,Congressional Hearings,CHRG-108shrg91289,CHRG-108shrg91289,https://www.govinfo.gov/app/details/CHRG-108shrg91289/CHRG-108shrg91289,https://www.govinfo.gov/content/pkg/CHRG-108shrg91289/pdf/CHRG-108shrg91289.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg91289/html/CHRG-108shrg91289.htm,,,,", AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION SEPTEMBER 17, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 91-289 PDF WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government Printing Office, Internet: bookstore.gpo.gov. ...",,2003-09-17
871,09/4/2003,,https://www.commerce.senate.gov/2003/9/a-new-kind-of-science,A New Kind of Science,,Commerce,2021-09-07,,154.0,Congressional Hearings,CHRG-108shrg76455,CHRG-108shrg76455,https://www.govinfo.gov/app/details/CHRG-108shrg76455/CHRG-108shrg76455,https://www.govinfo.gov/content/pkg/CHRG-108shrg76455/pdf/CHRG-108shrg76455.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg76455/html/CHRG-108shrg76455.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION SEPTEMBER 4, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 76-455 WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more ...",,2003-09-04
876,07/30/2003,,https://www.commerce.senate.gov/2003/7/space-exploration,Space Exploration,,Commerce,2021-09-07,,182.0,Congressional Hearings,CHRG-108shrg88583,CHRG-108shrg88583,https://www.govinfo.gov/app/details/CHRG-108shrg88583/CHRG-108shrg88583,https://www.govinfo.gov/content/pkg/CHRG-108shrg88583/pdf/CHRG-108shrg88583.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg88583/html/CHRG-108shrg88583.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION JULY 30, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 88-583 PDF WASHINGTON : 200? For sale by the Superintendent of Documents, U.S. Government Printing Office, Internet: bookstore.gpo.gov Phone: toll free (...",,2003-07-30
878,07/23/2003,,https://www.commerce.senate.gov/2003/7/public-interest-and-localism,Public Interest and Localism,,Commerce,2021-09-07,,204.0,Congressional Hearings,CHRG-108shrg87067,CHRG-108shrg87067,https://www.govinfo.gov/app/details/CHRG-108shrg87067/CHRG-108shrg87067,https://www.govinfo.gov/content/pkg/CHRG-108shrg87067/pdf/CHRG-108shrg87067.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg87067/html/CHRG-108shrg87067.htm,,,," CONGRESS FIRST SESSION JULY 23, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 87-067 WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (202) ...",,2003-07-23
879,07/16/2003,,https://www.commerce.senate.gov/2003/7/proposed-extension-of-the-internet-tax-moratorium,Proposed Extension of the Internet Tax Moratorium,,Commerce,2021-09-07,,222.0,Congressional Hearings,CHRG-108shrg88773,CHRG-108shrg88773,https://www.govinfo.gov/app/details/CHRG-108shrg88773/CHRG-108shrg88773,https://www.govinfo.gov/content/pkg/CHRG-108shrg88773/pdf/CHRG-108shrg88773.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg88773/html/CHRG-108shrg88773.htm,,,," SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION JULY 16, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 88-773 PDF WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For ...",,2003-07-16
882,07/8/2003,,https://www.commerce.senate.gov/2003/7/nominations-hearing,Nominations Hearing,,Commerce,2021-09-07,,303.0,Congressional Hearings,CHRG-114shrg98989,CHRG-114shrg98989,https://www.govinfo.gov/app/details/CHRG-114shrg98989/CHRG-114shrg98989,https://www.govinfo.gov/content/pkg/CHRG-114shrg98989/pdf/CHRG-114shrg98989.pdf,https://www.govinfo.gov/content/pkg/CHRG-114shrg98989/html/CHRG-114shrg98989.htm,,,," CONGRESS SECOND SESSION NOMINATIONS OF HON. PATRICK PIZZELLA, NOMINEE TO BE A MEMBER, FEDERAL LABOR RELATIONS AUTHORITY, JULIE H. BECKER, NOMINEE TO BE AN ASSOCIATE JUDGE, SUPERIOR COURT OF THE DISTRICT OF COLUMBIA, STEVEN N. BERK, NOMINEE TO BE AN ASSOCIATE JUDGE, SUPERIOR COURT OF THE DISTRICT OF COLUMBIA, AND ELIZABETH WINGO, NOMINEE TO BE...",,2016-03-02
887,06/16/2003,,https://www.commerce.senate.gov/2003/6/nomination-hearing,Nomination Hearing,,Commerce,2021-09-07,,179.0,Congressional Hearings,CHRG-115shrg26535,CHRG-115shrg26535,https://www.govinfo.gov/app/details/CHRG-115shrg26535/CHRG-115shrg26535,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/pdf/CHRG-115shrg26535.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg26535/html/CHRG-115shrg26535.htm,,,," FIRST SESSION ON NOMINATIONS OF LANCE ROBERTSON, BRETT GIROIR, M.D., ROBERT KADLEC, M.D., ELINORE F. McCANCE-KATZ, M.D. AND JEROME ADAMS, M.D. AUGUST 1, 2017 Printed for the use of the Committee on Health, Education, Labor, and Pensions [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. ...",,2017-08-01
890,06/12/2003,,https://www.commerce.senate.gov/2003/6/global-overfishing-and-international-fisheries-management,Global Overfishing and International Fisheries Management,,Commerce,2021-09-07,,282.0,Congressional Hearings,CHRG-108shrg85979,CHRG-108shrg85979,https://www.govinfo.gov/app/details/CHRG-108shrg85979/CHRG-108shrg85979,https://www.govinfo.gov/content/pkg/CHRG-108shrg85979/pdf/CHRG-108shrg85979.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg85979/html/CHRG-108shrg85979.htm,,,," STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION JUNE 12, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 85-979 WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO ...",,2003-06-12
895,06/5/2003,,https://www.commerce.senate.gov/2003/6/intercity-passenger-rail-finance,Intercity Passenger Rail Finance,,Commerce,2021-09-07,,299.0,Congressional Hearings,CHRG-108shrg85625,CHRG-108shrg85625,https://www.govinfo.gov/app/details/CHRG-108shrg85625/CHRG-108shrg85625,https://www.govinfo.gov/content/pkg/CHRG-108shrg85625/pdf/CHRG-108shrg85625.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg85625/html/CHRG-108shrg85625.htm,,,," EIGHTH CONGRESS FIRST SESSION JUNE 5, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 85-625 PDF WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (...",,2003-06-05
897,06/3/2003,,https://www.commerce.senate.gov/2003/6/space-propulsion,Space Propulsion,,Commerce,2021-09-07,,313.0,Congressional Hearings,CHRG-108shrg27956,CHRG-108shrg27956,https://www.govinfo.gov/app/details/CHRG-108shrg27956/CHRG-108shrg27956,https://www.govinfo.gov/content/pkg/CHRG-108shrg27956/pdf/CHRG-108shrg27956.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg27956/html/CHRG-108shrg27956.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION JUNE 3, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 27-956 PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office, http:/...",,2003-06-03
900,05/22/2003,,https://www.commerce.senate.gov/2003/5/media-ownership,Media Ownership,,Commerce,2021-09-07,,91.0,Congressional Hearings,CHRG-108shrg99551,CHRG-108shrg99551,https://www.govinfo.gov/app/details/CHRG-108shrg99551/CHRG-108shrg99551,https://www.govinfo.gov/content/pkg/CHRG-108shrg99551/pdf/CHRG-108shrg99551.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg99551/html/CHRG-108shrg99551.htm,,,," FIRST SESSION OCTOBER 2, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 99-551 PDF WASHINGTON : 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...",,2003-10-02
908,05/20/2003,,https://www.commerce.senate.gov/2003/5/bering-sea/aleutian-island-crab-rationalization-plan,Bering Sea/Aleutian Island Crab Rationalization Plan,,Commerce,2021-09-07,,342.0,Congressional Hearings,CHRG-108shrg32434,CHRG-108shrg32434,https://www.govinfo.gov/app/details/CHRG-108shrg32434/CHRG-108shrg32434,https://www.govinfo.gov/content/pkg/CHRG-108shrg32434/pdf/CHRG-108shrg32434.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg32434/html/CHRG-108shrg32434.htm,,,," SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION MAY 20, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available online: http://www.govinfo.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 32-434 PDF WASHINGTON : 2018 SENATE COMMITTEE ON COMMERCE, SCIENCE, AND ...",,2003-05-20
916,05/7/2003,,https://www.commerce.senate.gov/2003/5/climate-change,Climate Change,,Commerce,2021-09-07,,617.0,Congressional Hearings,CHRG-108shrg95341,CHRG-108shrg95341,https://www.govinfo.gov/app/details/CHRG-108shrg95341/CHRG-108shrg95341,https://www.govinfo.gov/content/pkg/CHRG-108shrg95341/pdf/CHRG-108shrg95341.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg95341/html/CHRG-108shrg95341.htm,,,," STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION JANUARY 8, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 95-341 WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; ...",,2003-01-08
920,05/1/2003,,https://www.commerce.senate.gov/2003/5/nanotechnology,Nanotechnology,,Commerce,2021-09-07,,68.0,Congressional Hearings,CHRG-107shrg93633,CHRG-107shrg93633,https://www.govinfo.gov/app/details/CHRG-107shrg93633/CHRG-107shrg93633,https://www.govinfo.gov/content/pkg/CHRG-107shrg93633/pdf/CHRG-107shrg93633.pdf,https://www.govinfo.gov/content/pkg/CHRG-107shrg93633/html/CHRG-107shrg93633.htm,,,," UNITED STATES SENATE ONE HUNDRED SEVENTH CONGRESS SECOND SESSION SEPTEMBER 17, 2002 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 93-633 WASHINGTON : 2005 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (...",,2002-09-17
925,04/10/2003,,https://www.commerce.senate.gov/2003/4/neurobiological-research-and-the-impact-of-media,Neurobiological Research and the Impact of Media,,Commerce,2021-09-07,,414.0,Congressional Hearings,CHRG-108shrg97532,CHRG-108shrg97532,https://www.govinfo.gov/app/details/CHRG-108shrg97532/CHRG-108shrg97532,https://www.govinfo.gov/content/pkg/CHRG-108shrg97532/pdf/CHRG-108shrg97532.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg97532/html/CHRG-108shrg97532.htm,,,," COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION APRIL 10, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 97-532 PDF WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...",,2003-04-10
927,04/9/2003,,https://www.commerce.senate.gov/2003/4/transportation-and-border-security,Transportation and Border Security,,Commerce,2021-09-07,,432.0,Congressional Hearings,CHRG-108shrg97098,CHRG-108shrg97098,https://www.govinfo.gov/app/details/CHRG-108shrg97098/CHRG-108shrg97098,https://www.govinfo.gov/content/pkg/CHRG-108shrg97098/pdf/CHRG-108shrg97098.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg97098/html/CHRG-108shrg97098.htm,,,," EIGHTH CONGRESS FIRST SESSION APRIL 9, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 97-098 WASHINGTON : 2005 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (202) 512�091800 Fax: (202) ...",,2003-04-09
929,04/2/2003,,https://www.commerce.senate.gov/2003/4/nasa-human-space-flight,NASA: Human Space Flight,,Commerce,2021-09-07,,454.0,Congressional Hearings,CHRG-108shrg97061,CHRG-108shrg97061,https://www.govinfo.gov/app/details/CHRG-108shrg97061/CHRG-108shrg97061,https://www.govinfo.gov/content/pkg/CHRG-108shrg97061/pdf/CHRG-108shrg97061.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg97061/html/CHRG-108shrg97061.htm,,,," TRANSPORTATION UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION APRIL 2, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 97-061 WASHINGTON : 2006 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free ...",,2003-04-02
932,04/2/2003,,https://www.commerce.senate.gov/2003/4/future-of-universal-service,Future of Universal Service,,Commerce,2021-09-07,,450.0,Congressional Hearings,CHRG-108shrg20733,CHRG-108shrg20733,https://www.govinfo.gov/app/details/CHRG-108shrg20733/CHRG-108shrg20733,https://www.govinfo.gov/content/pkg/CHRG-108shrg20733/pdf/CHRG-108shrg20733.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg20733/html/CHRG-108shrg20733.htm,,,," UNITED STATES SENATE ONE HUNDRED EIGHTH CONGRESS FIRST SESSION APRIL 2, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 20-733 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512...",,2003-04-02
939,03/6/2003,,https://www.commerce.senate.gov/2003/3/future-of-spectrum-policy,Future of Spectrum Policy,,Commerce,2021-09-07,,531.0,Congressional Hearings,CHRG-108shrg96541,CHRG-108shrg96541,https://www.govinfo.gov/app/details/CHRG-108shrg96541/CHRG-108shrg96541,https://www.govinfo.gov/content/pkg/CHRG-108shrg96541/pdf/CHRG-108shrg96541.pdf,https://www.govinfo.gov/content/pkg/CHRG-108shrg96541/html/CHRG-108shrg96541.htm,,,," CONGRESS FIRST SESSION MARCH 6, 2003 Printed for the use of the Committee on Commerce, Science, and Transportation U.S. GOVERNMENT PRINTING OFFICE 96-541 WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (202) 512...",,2003-03-06
